,id,song,artist,genre,tonality,capo,chords,roman numerals,mode
20,11066,Wicked Game,Chris Isaak,Rock,Bm,0,"Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E,Bm,A,E","im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv,im,bvii,iv",Minor
21,11489,Torn,Natalie Imbruglia,Pop,F,0,"F,Bb,F,Gm,F,Am,Bb,F,Am,Bb,Dm,C,Am,C,F,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,C,Bb,F,Am,Bb,Dm,C,Am,C,F,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,C,Bb,Dm,C,Bb,Dm,F,C,Dm,C,Am,C,F,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,C,Bb,Dm,C,F,F,F,F,F,Am,Bb,F,Am,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb","i,iv,i,iim,i,iiim,iv,i,iiim,iv,vim,v,iiim,v,i,i,v,vim,iv,i,v,vim,iv,i,v,vim,v,iv,i,iiim,iv,vim,v,iiim,v,i,i,v,vim,iv,i,v,vim,iv,i,v,vim,v,iv,vim,v,iv,vim,i,v,vim,v,iiim,v,i,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,v,iv,vim,v,i,i,i,i,i,iiim,iv,i,iiim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv",Major
22,12649,Sweet Child O Mine,Sheryl Crow,Country,D,0,"D,D,D7,D7,D,Cadd9,G,D,D,Cadd9,G,D,Am,Cadd9,D,Am,F,D,D,Cadd9,G,D,D,Cadd9,G,D,D,Cadd9,G,D,Am,Cadd9,D,Am,F,D,Am,Cadd9,D,Am,F,D,Em,C,Bm7,Am,Em,G,Am,C,D,Em,G,Am,C,D,Em,G,Am,C,D,Em,G,Am,C,D,Em,G,Am,C,D,Em,G,Am,C,D,Em,G,Am,C,D,Em,G,Am,C,D,Em,G,Am,C,D,Em","i,i,i7,i7,i,bviiadd9,iv,i,i,bviiadd9,iv,i,vm,bviiadd9,i,vm,biii,i,i,bviiadd9,iv,i,i,bviiadd9,iv,i,i,bviiadd9,iv,i,vm,bviiadd9,i,vm,biii,i,vm,bviiadd9,i,vm,biii,i,iim,bvii,vim7,vm,iim,iv,vm,bvii,i,iim,iv,vm,bvii,i,iim,iv,vm,bvii,i,iim,iv,vm,bvii,i,iim,iv,vm,bvii,i,iim,iv,vm,bvii,i,iim,iv,vm,bvii,i,iim,iv,vm,bvii,i,iim,iv,vm,bvii,i,iim",Major
23,12726,Patience,Guns N Roses,,C,0,"C,G,A,D,C,G,A,D,C,G,C,Em,C,G,D,D,C,G,A,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,A,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,C,Em,C,G,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,C,Em,C,G,D,Dsus2,D,Dsus4,D,Dsus2,D,D,Dsus2,D,Dsus4,D,Dsus2,D,D,Dsus2,D,Dsus4,D,Dsus2,D,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,A,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,A,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,C,Em,C,G,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,C,Em,C,G,D,Dsus2,D,Dsus4,D,Dsus2,D,Dsus2,D,Dsus4,D,Dsus2,D,Dsus2,D,Dsus4,D,Dsus2,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,C,Em,C,G,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,C,Em,C,G,D,Dsus2,D,Dsus4,D,Dsus2,D,D,Dsus2,D,Dsus4,D,Dsus2,D,D,Dsus2,D,Dsus4,D,Dsus2,D,D,Dsus2,D,Dsus4,D,Dsus2,D,D,G,D,G,D,G,D,G,D,G,D,G,D,G,D,G,D,G,D,G,F,G,D,G,D","i,v,vi,ii,i,v,vi,ii,i,v,i,iiim,i,v,ii,ii,i,v,vi,ii,iisus2,ii,iisus4,ii,iisus2,ii,i,v,vi,ii,iisus2,ii,iisus4,ii,iisus2,ii,i,v,i,iiim,i,v,ii,iisus2,ii,iisus4,ii,iisus2,ii,i,v,i,iiim,i,v,ii,iisus2,ii,iisus4,ii,iisus2,ii,ii,iisus2,ii,iisus4,ii,iisus2,ii,ii,iisus2,ii,iisus4,ii,iisus2,ii,ii,iisus2,ii,iisus4,ii,iisus2,ii,i,v,vi,ii,iisus2,ii,iisus4,ii,iisus2,ii,i,v,vi,ii,iisus2,ii,iisus4,ii,iisus2,ii,i,v,i,iiim,i,v,ii,iisus2,ii,iisus4,ii,iisus2,ii,i,v,i,iiim,i,v,ii,iisus2,ii,iisus4,ii,iisus2,ii,iisus2,ii,iisus4,ii,iisus2,ii,iisus2,ii,iisus4,ii,iisus2,ii,iisus2,ii,iisus4,ii,iisus2,ii,i,v,i,iiim,i,v,ii,iisus2,ii,iisus4,ii,iisus2,ii,i,v,i,iiim,i,v,ii,iisus2,ii,iisus4,ii,iisus2,ii,ii,iisus2,ii,iisus4,ii,iisus2,ii,ii,iisus2,ii,iisus4,ii,iisus2,ii,ii,iisus2,ii,iisus4,ii,iisus2,ii,ii,v,ii,v,ii,v,ii,v,ii,v,ii,v,ii,v,ii,v,ii,v,ii,v,iv,v,ii,v,ii",Major
24,12835,Good Riddance Time Of Your Life,Green Day,Punk,G,0,"G,G,Cadd9,D,G,G,Cadd9,D,G,Cadd9,D,G,Cadd9,D,Em,D,C,G,Em,D,C,G,Em,G,Em,G,Em,D,G,G,G,Cadd9,D,G,G,Cadd9,D,G,Cadd9,D,G,Cadd9,D,Em,D,C,G,Em,D,C,G,Em,G,Em,G,Em,D,G,G,G,Cadd9,D,G,G,Cadd9,D,G,G,Cadd9,D,G,G,Cadd9,D,Em,D,C,G,Em,D,C,G,Em,G,Em,G,Em,D,G,G,G,Cadd9,D,G,G,Cadd9,D,Em,G,Em,G,Em,D,G,G,G,Cadd9,D,G,G,Cadd9,D,G","i,i,ivadd9,v,i,i,ivadd9,v,i,ivadd9,v,i,ivadd9,v,vim,v,iv,i,vim,v,iv,i,vim,i,vim,i,vim,v,i,i,i,ivadd9,v,i,i,ivadd9,v,i,ivadd9,v,i,ivadd9,v,vim,v,iv,i,vim,v,iv,i,vim,i,vim,i,vim,v,i,i,i,ivadd9,v,i,i,ivadd9,v,i,i,ivadd9,v,i,i,ivadd9,v,vim,v,iv,i,vim,v,iv,i,vim,i,vim,i,vim,v,i,i,i,ivadd9,v,i,i,ivadd9,v,vim,i,vim,i,vim,v,i,i,i,ivadd9,v,i,i,ivadd9,v,i",Major
25,13305,Superman Its Not Easy,Five for Fighting,Rock,C,0,"C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,F,C,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,F,C,Am,C,Dm,Am,D,C,D,F,G,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,Am,F,C,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C","i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,iv,i,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,iv,i,vim,i,iim,vim,ii,i,ii,iv,v,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,vim,iv,i,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i",Major
26,14087,More Than Words,Extreme,Classic Rock,G,0,"G,Cadd9,Am7,C,D,G,G,Cadd9,Am7,C,D,G,G,Cadd9,Am7,C,D,Em,Am7,D,G,D/F#,Em,Am7,D7,G7,G7,C,C,Cm,G,Em7,Am7,D7,G,G,D/F#,Em,Bm,C,C,Am7,D7,G,G,D/F#,Em7,Bm,C,C,Am7,D7,G,G,Cadd9,Am7,C,D,G,G,Cadd9,Am7,D,G,Cadd9,Am7,C,D,G,G,Cadd9,Am7,C,D,Em,Am7,D,G,D/F#,Em,Am7,D7,G7,C,C,Cm,G,Em7,Am7,D7,G,G,D/F#,Em,Bm,C,C,Am7,D7,G,G,D/F#,Em7,Bm,C,C,Am7,D7,G","i,ivadd9,iim7,iv,v,i,i,ivadd9,iim7,iv,v,i,i,ivadd9,iim7,iv,v,vim,iim7,v,i,v,vim,iim7,v7,i7,i7,iv,iv,ivm,i,vim7,iim7,v7,i,i,v,vim,iiim,iv,iv,iim7,v7,i,i,v,vim7,iiim,iv,iv,iim7,v7,i,i,ivadd9,iim7,iv,v,i,i,ivadd9,iim7,v,i,ivadd9,iim7,iv,v,i,i,ivadd9,iim7,iv,v,vim,iim7,v,i,v,vim,iim7,v7,i7,iv,iv,ivm,i,vim7,iim7,v7,i,i,v,vim,iiim,iv,iv,iim7,v7,i,i,v,vim7,iiim,iv,iv,iim7,v7,i",Major
27,14172,Save Tonight,Eagle-Eye Cherry,,Am,0,"Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G","im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii",Minor
28,14319,Lyin Eyes,Eagles,Rock,G,0,"G,Gmaj7,C,Am,D7,G,G,Gmaj7,C,Am,D7,G,Gmaj7,C,Am,C,G,G,Gmaj7,C,Am,D7,G,Gmaj7,C,Am,C,G,C,D,G,Gmaj7,C,Am,D7,G,Gmaj7,C,Am,C,G,C,G,G,C,G,C,G,Em,Bm,Am,D,G,C,A7,Am,D,G,G,Gmaj7,C,Am,D7,G,G,Gmaj7,C,Am,D7,G,Gmaj7,C,Am,C,G,C,D,G,Gmaj7,C,Am,D7,G,Gmaj7,C,Am,C,G,G,C,G,C,G,Em,Bm,Am,D,G,C,A7,Am,D,G,G,Gmaj7,C,Am,D7,G,G,Gmaj7,C,Am,D7,G,Gmaj7,C,Am,C,G,C,D,G,Gmaj7,C,Am,D7,G,Gmaj7,C,Am,C,G,G,Gmaj7,C,Am,D7,G,Gmaj7,C,Am,C,G,C,G,G,C,G,C,G,Em,Bm,Am,D,G,C,A7,Am,D,G,Gmaj7,Am,D,G,Gmaj7,Am,D,G,G,Gmaj7,Am,D,G","i,imaj7,iv,iim,v7,i,i,imaj7,iv,iim,v7,i,imaj7,iv,iim,iv,i,i,imaj7,iv,iim,v7,i,imaj7,iv,iim,iv,i,iv,v,i,imaj7,iv,iim,v7,i,imaj7,iv,iim,iv,i,iv,i,i,iv,i,iv,i,vim,iiim,iim,v,i,iv,ii7,iim,v,i,i,imaj7,iv,iim,v7,i,i,imaj7,iv,iim,v7,i,imaj7,iv,iim,iv,i,iv,v,i,imaj7,iv,iim,v7,i,imaj7,iv,iim,iv,i,i,iv,i,iv,i,vim,iiim,iim,v,i,iv,ii7,iim,v,i,i,imaj7,iv,iim,v7,i,i,imaj7,iv,iim,v7,i,imaj7,iv,iim,iv,i,iv,v,i,imaj7,iv,iim,v7,i,imaj7,iv,iim,iv,i,i,imaj7,iv,iim,v7,i,imaj7,iv,iim,iv,i,iv,i,i,iv,i,iv,i,vim,iiim,iim,v,i,iv,ii7,iim,v,i,imaj7,iim,v,i,imaj7,iim,v,i,i,imaj7,iim,v,i",Major
29,14322,Take It Easy,Eagles,Rock,G,0,"G,G,D,C,G,D,C,G,Em,C,G,Am,C,Em,C,G,C,G,Am,C,G,G,D,C,G,D,C,G,Em,D,C,G,Am,C,Em,C,G,C,G,Am,C,G,G,D,C,G,D,C,G,Em,D,C,G,Am,C,Em,D,G,D,Am,G,D,C,G,Em,C,G,Am,C,Em,C,G,C,G,Am,C,G,C,G,C,G,C,G,G7,C,G,G7,C,Em","i,i,v,iv,i,v,iv,i,vim,iv,i,iim,iv,vim,iv,i,iv,i,iim,iv,i,i,v,iv,i,v,iv,i,vim,v,iv,i,iim,iv,vim,iv,i,iv,i,iim,iv,i,i,v,iv,i,v,iv,i,vim,v,iv,i,iim,iv,vim,v,i,v,iim,i,v,iv,i,vim,iv,i,iim,iv,vim,iv,i,iv,i,iim,iv,i,iv,i,iv,i,iv,i,i7,iv,i,i7,iv,vim",Major
30,14835,Blowin In The Wind,Bob Dylan,Rock,D,7,"G,C,D,G,C,G,G,C,D,G,C,D,G,C,D,G,C,G,C,D,G,C,D,G,C,D,G,C,C,D,G,G,C,D,G,C,G,G,C,D,G,C,D,G,C,D,G,C,G,C,D,G,C,D,G,C,D,G,C,C,D,G,G,C,D,G,C,G,G,C,D,G,C,D,G,C,D,G,C,G,C,D,G,C,D,G,C,D,G,C,C,D,G","iv,bvii,i,iv,bvii,iv,iv,bvii,i,iv,bvii,i,iv,bvii,i,iv,bvii,iv,bvii,i,iv,bvii,i,iv,bvii,i,iv,bvii,bvii,i,iv,iv,bvii,i,iv,bvii,iv,iv,bvii,i,iv,bvii,i,iv,bvii,i,iv,bvii,iv,bvii,i,iv,bvii,i,iv,bvii,i,iv,bvii,bvii,i,iv,iv,bvii,i,iv,bvii,iv,iv,bvii,i,iv,bvii,i,iv,bvii,i,iv,bvii,iv,bvii,i,iv,bvii,i,iv,bvii,i,iv,bvii,bvii,i,iv",Major
31,14882,It Aint Me Babe,Bob Dylan,Rock,G,0,"G,C,G,D,G,G,C,G,D,G,Bm,Am,Bm,Am,Bm,Am,Bm,Am,C,D,G,C,D,G,C,D,G,G,C,G,D,G,G,C,G,D,G,Bm,Am,Bm,Am,Bm,Am,Bm,Am,C,D,G,C,D,G,C,D,G,G,C,G,D,G,G,C,G,D,G,Bm,Am,Bm,Am,Bm,Am,Bm,Am,C,D,G,C,D,G,C,D,G","i,iv,i,v,i,i,iv,i,v,i,iiim,iim,iiim,iim,iiim,iim,iiim,iim,iv,v,i,iv,v,i,iv,v,i,i,iv,i,v,i,i,iv,i,v,i,iiim,iim,iiim,iim,iiim,iim,iiim,iim,iv,v,i,iv,v,i,iv,v,i,i,iv,i,v,i,i,iv,i,v,i,iiim,iim,iiim,iim,iiim,iim,iiim,iim,iv,v,i,iv,v,i,iv,v,i",Major
32,14943,The Times They Are A-Changin,Bob Dylan,Rock,G,0,"D7,D6,G,Em,C,G,G,Am,C,D,G,Em,C,G,G,Am,D,D,D7,D6,D,G,C,D,G,G,Em,C,G,G,Am,C,D,G,Em,C,G,G,Am,D,D,D7,D6,D,G,C,D,G,G,Em,C,G,G,Am,C,D,G,Em,C,G,G,Am,D,D,D7,D6,D,G,C,D,G,G,Em,C,G,G,Am,C,D,G,Em,C,G,G,Am,D,D,D7,D6,D,G,C,D,G,G,Em,C,G,G,Am,C,D,G,Em,C,G,G,Am,D,D,D7,D6,D,G,C,D,G","v7,v6,i,vim,iv,i,i,iim,iv,v,i,vim,iv,i,i,iim,v,v,v7,v6,v,i,iv,v,i,i,vim,iv,i,i,iim,iv,v,i,vim,iv,i,i,iim,v,v,v7,v6,v,i,iv,v,i,i,vim,iv,i,i,iim,iv,v,i,vim,iv,i,i,iim,v,v,v7,v6,v,i,iv,v,i,i,vim,iv,i,i,iim,iv,v,i,vim,iv,i,i,iim,v,v,v7,v6,v,i,iv,v,i,i,vim,iv,i,i,iim,iv,v,i,vim,iv,i,i,iim,v,v,v7,v6,v,i,iv,v,i",Major
33,15835,I Walk The Line,Johnny Cash,Country,Bb,1,"A,D,A,E,B7,E,A,B,E,B,E,A,E,B,E,A,E,A,E,A,D,A,E,A,D,A,D,A,D,G,D,A,D,A,E,A,E,A,D,A,E,A,E,B,E,B,E,A,E,B,E,A","vii,iii,vii,#iv,#i7,#iv,vii,#i,#iv,#i,#iv,vii,#iv,#i,#iv,vii,#iv,vii,#iv,vii,iii,vii,#iv,vii,iii,vii,iii,vii,iii,vi,iii,vii,iii,vii,#iv,vii,#iv,vii,iii,vii,#iv,vii,#iv,#i,#iv,#i,#iv,vii,#iv,#i,#iv,vii",Major
34,15892,Bad Moon Rising,Creedence Clearwater Revival,Rock,D,0,"D,A,G,D,D,D,A,G,D,D,A,G,D,D,A,G,D,D,A,G,D,G,D,A,G,D,D,A,G,D,D,A,G,D,D,A,G,D,D,A,G,D,G,D,A,G,D,D,A,G,D,D,D,A,G,D,D,G,G,D,D,A,G,D,D,D,A,G,D,D,A,G,D,D,A,G,D,D,A,G,D,G,D,A,G,D,G,D,A,G,D","i,v,iv,i,i,i,v,iv,i,i,v,iv,i,i,v,iv,i,i,v,iv,i,iv,i,v,iv,i,i,v,iv,i,i,v,iv,i,i,v,iv,i,i,v,iv,i,iv,i,v,iv,i,i,v,iv,i,i,i,v,iv,i,i,iv,iv,i,i,v,iv,i,i,i,v,iv,i,i,v,iv,i,i,v,iv,i,i,v,iv,i,iv,i,v,iv,i,iv,i,v,iv,i",Major
35,16066,Mr Jones,Counting Crows,Rock,Am,0,"Am,F,Dm,G,Am,F,G,Am,F,Dm,G,Am,F,G,Am,F,Dm,G,Am,F,G,Am,F,Dm,G,Am,F,G,Am,F,Dm,G,Am,F,G,Am,F,Dm,G,Am,F,G,C,F,G,C,F,G,G,C,F,G,C,F,G,Am,F,Dm,G,Am,F,G,Am,F,Dm,G,Am,F,G,C,F,G,C,F,G,C,F,G,C,F,G,Am,Fmaj7,Am,G,Am,F,Am,G,Am,F,Am,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G","im,bvi,ivm,bvii,im,bvi,bvii,im,bvi,ivm,bvii,im,bvi,bvii,im,bvi,ivm,bvii,im,bvi,bvii,im,bvi,ivm,bvii,im,bvi,bvii,im,bvi,ivm,bvii,im,bvi,bvii,im,bvi,ivm,bvii,im,bvi,bvii,iii,bvi,bvii,iii,bvi,bvii,bvii,iii,bvi,bvii,iii,bvi,bvii,im,bvi,ivm,bvii,im,bvi,bvii,im,bvi,ivm,bvii,im,bvi,bvii,iii,bvi,bvii,iii,bvi,bvii,iii,bvi,bvii,iii,bvi,bvii,im,bvimaj7,im,bvii,im,bvi,im,bvii,im,bvi,im,bvii,iii,bvi,bvii,iii,bvi,bvii,iii,bvi,bvii,iii,bvi,bvii,iii,bvi,bvii,iii,bvi,bvii,iii,bvi,bvii,iii,bvi,bvii,iii,bvi,bvii",Minor
36,17269,Help,The Beatles,Pop,A,0,"A6,Bm,G,G/F#,E,A,A,C#m,F#m,D,G,A,C#m,F#m,D,G,A,Bm,G,G/F#,E,A,C#m,F#m,D,G,A,C#m,F#m,D,G,A,Bm,G,G/F#,E,A,A,C#m,F#m,D,G,A,C#m,F#m,D,G,A,Bm,G,G/F#,E,A,F#m,A,A6","i6,iim,bvii,bvii,v,i,i,iiim,vim,iv,bvii,i,iiim,vim,iv,bvii,i,iim,bvii,bvii,v,i,iiim,vim,iv,bvii,i,iiim,vim,iv,bvii,i,iim,bvii,bvii,v,i,i,iiim,vim,iv,bvii,i,iiim,vim,iv,bvii,i,iim,bvii,bvii,v,i,vim,i,i6",Major
37,17275,Hey Jude,The Beatles,Pop,F,0,"F,C,C,C6,C7,C7sus4,C7,F,Bb,F,C,F,F,C,C,C6,C7,C7sus4,C7,F,Bb,F,C,F,Fmaj7,F7,Bb,Gm,Gm7,C,F,Fmaj7,F7,Bb,Gm,Gm7,C,F,F6,F7,C,Csus4,C,C,F,C7,F,C,C,C6,C7,C7sus4,C7,F,Bb,F,C,F,Fmaj7,F7,Bb,Gm,Gm7,C,F,Fmaj7,F7,Bb,Gm,Gm7,C,F,F6,F7,C,Csus4,C,C,F,C7,F,C,F,C7,C7sus4,C7,F,Bb,F,C,F,F6,F7,Eb,Bb,F,F6,F7,Eb,Bb,F","i,v,v,v6,v7,v7sus4,v7,i,iv,i,v,i,i,v,v,v6,v7,v7sus4,v7,i,iv,i,v,i,imaj7,i7,iv,iim,iim7,v,i,imaj7,i7,iv,iim,iim7,v,i,i6,i7,v,vsus4,v,v,i,v7,i,v,v,v6,v7,v7sus4,v7,i,iv,i,v,i,imaj7,i7,iv,iim,iim7,v,i,imaj7,i7,iv,iim,iim7,v,i,i6,i7,v,vsus4,v,v,i,v7,i,v,i,v7,v7sus4,v7,i,iv,i,v,i,i6,i7,bvii,iv,i,i6,i7,bvii,iv,i",Major
38,17288,If I Fell,The Beatles,Pop,Ebm,0,"Ebm,D,Db,Bbm,Ebm,D,Em,A,D,Em,F#m,Fdim7,Em,A,D,Em,F#m,Em,A,D,Gm,A,D,Em,F#m,Em7,A,D,Em,F#m,Em7,A7,D9,G,Gm,D,A7,D,Em,F#m,Em7,A,D,Em,F#m,Em7,A,A7,D9,G,Gm,D,A7,D,Em,F#m,Em7,A,D,Em,F#m,Em7,A,D,Gm,D,Gm,D","im,vii,bvii,vm,im,vii,#im,#iv,vii,#im,#iim,iidim7,#im,#iv,vii,#im,#iim,#im,#iv,vii,#iiim,#iv,vii,#im,#iim,#im7,#iv,vii,#im,#iim,#im7,#iv7,vii9,#iii,#iiim,vii,#iv7,vii,#im,#iim,#im7,#iv,vii,#im,#iim,#im7,#iv,#iv7,vii9,#iii,#iiim,vii,#iv7,vii,#im,#iim,#im7,#iv,vii,#im,#iim,#im7,#iv,vii,#iiim,vii,#iiim,vii",Minor
39,17335,Oh Darling,The Beatles,Pop,A,0,"A,E,F#m,D,Bm7,E7,A7,F7,B7,Bb7,A,E,F#m,D,Bm7,E7,Bm7,E7,A,D,A,E,A,E,F#m,D,Bm7,E7,Bm7,E7,A,D,A,A7,D,F7,A,B7,E7,F7,E7,A,E,F#m,D,Bm7,E7,Bm7,E7,A,D,A,A7,D,F7,A,B7,E7,F7,E7,A,E,F#m,D,Bm7,E7,Bm7,E7,A,D,A,Bb7,A7","i,v,vim,iv,iim7,v7,i7,bvi7,ii7,bii7,i,v,vim,iv,iim7,v7,iim7,v7,i,iv,i,v,i,v,vim,iv,iim7,v7,iim7,v7,i,iv,i,i7,iv,bvi7,i,ii7,v7,bvi7,v7,i,v,vim,iv,iim7,v7,iim7,v7,i,iv,i,i7,iv,bvi7,i,ii7,v7,bvi7,v7,i,v,vim,iv,iim7,v7,iim7,v7,i,iv,i,bii7,i7",Major
40,17403,Youve Got To Hide Your Love Away,The Beatles,Pop,G,0,"G,G,Dsus4,Fadd9,G,C,Fadd9,C,G,Dsus4,Fadd9,G,C,Fadd9,C,D,G,Dsus4,Fadd9,G,C,Fadd9,C,G,Dsus4,Fadd9,G,C,Fadd9,C,D,G,C,Dsus4,D,Dsus2,D,G,C,Dsus4,D,Dsus2,D,G,Dsus4,Fadd9,G,C,Fadd9,C,G,Dsus4,Fadd9,G,C,Fadd9,C,D,G,Dsus4,Fadd9,G,C,Fadd9,C,G,Dsus4,Fadd9,G,C,Fadd9,C,D,G,C,Dsus4,D,Dsus2,D,G,C,Dsus4,D,Dsus2,D,G,C,Dsus4,D,Dsus2,D,G,C,Dsus4,D,Dsus2,D,G,Dsus4,Fadd9,G,C,Fadd9,C,G,Dsus4,Fadd9,G,C,Fadd9,C","i,i,vsus4,bviiadd9,i,iv,bviiadd9,iv,i,vsus4,bviiadd9,i,iv,bviiadd9,iv,v,i,vsus4,bviiadd9,i,iv,bviiadd9,iv,i,vsus4,bviiadd9,i,iv,bviiadd9,iv,v,i,iv,vsus4,v,vsus2,v,i,iv,vsus4,v,vsus2,v,i,vsus4,bviiadd9,i,iv,bviiadd9,iv,i,vsus4,bviiadd9,i,iv,bviiadd9,iv,v,i,vsus4,bviiadd9,i,iv,bviiadd9,iv,i,vsus4,bviiadd9,i,iv,bviiadd9,iv,v,i,iv,vsus4,v,vsus2,v,i,iv,vsus4,v,vsus2,v,i,iv,vsus4,v,vsus2,v,i,iv,vsus4,v,vsus2,v,i,vsus4,bviiadd9,i,iv,bviiadd9,iv,i,vsus4,bviiadd9,i,iv,bviiadd9,iv",Major
41,17413,Come Together,The Beatles,Pop,Dm,0,"Dm,Dm,A7,G7,Dm,Dm,A7,G7,Bm,A,G,A,Dm,Dm,A7,G7,Bm,A,G,A,Dm,Dm,A7,G7,Bm,A,G,A","im,im,v7,iv7,im,im,v7,iv7,vim,v,iv,v,im,im,v7,iv7,vim,v,iv,v,im,im,v7,iv7,vim,v,iv,v",Minor
