id,song,artist,tonality,capo,chords,roman numerals
606572,Paint It Black,The Rolling Stones,Em,0,"Em,B,Em,Em,B,Em,B,Em,D,G,D,Em,Em,D,G,D,A,B,Em,B,Em,B,Em,D,G,D,Em,Em,D,G,D,A,B,Em,B,Em,B,Em,D,G,D,Em,Em,D,G,D,A,B,Em,B,Em,B,Em,D,G,D,Em,Em,D,G,D,A,B,Em,B,Em,B,Em,D,G,D,Em,Em,D,G,D,A,B,Em,B,Em,B,Em,B,Em,B","im,v,im,im,v,im,v,im,bvii,iii,bvii,im,im,bvii,iii,bvii,iv,v,im,v,im,v,im,bvii,iii,bvii,im,im,bvii,iii,bvii,iv,v,im,v,im,v,im,bvii,iii,bvii,im,im,bvii,iii,bvii,iv,v,im,v,im,v,im,bvii,iii,bvii,im,im,bvii,iii,bvii,iv,v,im,v,im,v,im,bvii,iii,bvii,im,im,bvii,iii,bvii,iv,v,im,v,im,v,im,v,im,v"
606852,Better Together,Jack Johnson,C,5,"C,Am,F,Dm,G,C,Am,F,Dm,G,C,Am,F,Dm,G,C,Am,F,Dm,G,F,G,F,G,F,G,F,G,C,Am,F,Dm,G,C,Am,F,Dm,G,C,Am,F,Dm,G,C,Am,F,Dm,G,C,Am,F,Dm,G,C,Am,F,Dm,G,F,G,F,G,F,G,F,G,C,Am,F,Dm,G,C,Am,F,Dm,G,Dm,G,Dm,G,Dm,G,Dm,G,F,G,F,G,G,G,C,Am,F,Dm,G,C,Am,F,Dm,G,C","i,vim,iv,iim,v,i,vim,iv,iim,v,i,vim,iv,iim,v,i,vim,iv,iim,v,iv,v,iv,v,iv,v,iv,v,i,vim,iv,iim,v,i,vim,iv,iim,v,i,vim,iv,iim,v,i,vim,iv,iim,v,i,vim,iv,iim,v,i,vim,iv,iim,v,iv,v,iv,v,iv,v,iv,v,i,vim,iv,iim,v,i,vim,iv,iim,v,iim,v,iim,v,iim,v,iim,v,iv,v,iv,v,v,v,i,vim,iv,iim,v,i,vim,iv,iim,v,i"
607451,Your Guardian Angel,The Red Jumpsuit Apparatus,,0,"G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,Dadd11,G,D,Em,C,Dadd11,G,D,Em,C,Dadd11,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C",
607747,Lemon Tree,Fools Garden,Am,4,"Am,C,Dm,E,Em,F,F#dim7,G,G7,Am,Em,Am,Em,Dm,Em,Am,Em,Am,Am,Em,Am,Em,Am,Em,Am,Em,Dm,Em,Am,Em,Am,Am,Em,Am,Em,Am,Em,Am,Em,Dm,Em,Am,Em,Am,C,G,Am,Em,F,G,C,G7,C,G,Am,Em,F,F#dim7,G,G7,Am,Am,Em,Em,Am,Am,Em,Em,Dm,Dm,Em,Em,Am,Em,Am,Am,Em,Am,Em,Am,Em,Am,Em,Dm,Em,Am,Em,Am,E,Am,G,C,E,Am,Em,Am,Em,Dm,Em,Am,Em,Am,C,G,Am,Em,F,G,C,G7,C,G,Am,Em,F,F#dim7,G,G7,C,G,Am,Em,F,G,F,G,F,G,C","im,iii,ivm,v,vm,bvi,vidim7,bvii,bvii7,im,vm,im,vm,ivm,vm,im,vm,im,im,vm,im,vm,im,vm,im,vm,ivm,vm,im,vm,im,im,vm,im,vm,im,vm,im,vm,ivm,vm,im,vm,im,iii,bvii,im,vm,bvi,bvii,iii,bvii7,iii,bvii,im,vm,bvi,vidim7,bvii,bvii7,im,im,vm,vm,im,im,vm,vm,ivm,ivm,vm,vm,im,vm,im,im,vm,im,vm,im,vm,im,vm,ivm,vm,im,vm,im,v,im,bvii,iii,v,im,vm,im,vm,ivm,vm,im,vm,im,iii,bvii,im,vm,bvi,bvii,iii,bvii7,iii,bvii,im,vm,bvi,vidim7,bvii,bvii7,iii,bvii,im,vm,bvi,bvii,bvi,bvii,bvi,bvii,iii"
613275,Say It Aint So,Weezer,,3,"Am,E,F,C,Am,E,F,C,Am,E,F,C,Am,E,F,C,Am,E,F,C,Am,E,F,C,Am,E,F,C,Am,E,F,C,Am,E,F,C,Am,E,F,C,Am,E,F,C,Am,E,F,C,Am,E,F,C,Am,Am,E,E,F,C,Am,Am,E,E,F,C,F,C,Am,Am,E,E,F,C,Am,E,F,C,Am,E,F,C,Am,Am,E,F,F,C,Am,E,F,C,Am,Am,E,E,F,C,Am,Am,E,E,F,C,Am,Am,E,E,F,C,Am,Am,E,E,F,C,G,G,G/F#,G/F#,C,C,Eb,Eb,G,G,G/F#,G/F#,C,C,Eb,Eb,G,G,G/F#,G/F#,C,C,Eb,Eb,G,G,G/F#,G/F#,C,C,Eb,Eb,Am,E,F,C,Am,E,F,C,Am,Am,E,E,F,C,Am,Am,E,E,F,C,F,C,Am,Am,E,E,F,C",
614298,Amazing Grace,Misc Praise Songs,G,0,"G7,G,G7,C,G,D,G,G7,C,G,Em,D,G,G,G7,C,G,D,G,G7,C,G,Em,D,G,G,G7,C,G,D,G,G7,C,G,Em,D,G,G,G7,C,G,D,G,G7,C,G,Em,D,G,G,G7,C,G,D,G,G7,C,G,Em,D,G","i7,i,i7,iv,i,v,i,i7,iv,i,vim,v,i,i,i7,iv,i,v,i,i7,iv,i,vim,v,i,i,i7,iv,i,v,i,i7,iv,i,vim,v,i,i,i7,iv,i,v,i,i7,iv,i,vim,v,i,i,i7,iv,i,v,i,i7,iv,i,vim,v,i"
618385,Toxic,Britney Spears,Am,3,"Am,C,E7,F7,D,G,B7,Bb7,Am,Am,Am,Am,Am,C,E7,Am,Am,Am,Am,Am,C,E7,Am,Am,Am,Am,Am,C,E7,Am,Am,C,B7,Bb7,Am,C,F7,E7,Am,C,F7,E7,Am,C,F7,E7,Am,Am,Am,Am,C,E7,Am,Am,Am,Am,Am,C,E7,Am,Am,C,B7,Bb7,Am,C,F7,E7,Am,C,F7,E7,Am,C,F7,E7,Am,C,B7,Bb7,Am,C,F7,E7,B7,Bb7,Am,C,F7,E7,Am,C,B7,Bb7,Am,C,F7,E7,Am,C,F7,E7,Am,C,F7,E7","im,iii,v7,bvi7,iv,bvii,ii7,bii7,im,im,im,im,im,iii,v7,im,im,im,im,im,iii,v7,im,im,im,im,im,iii,v7,im,im,iii,ii7,bii7,im,iii,bvi7,v7,im,iii,bvi7,v7,im,iii,bvi7,v7,im,im,im,im,iii,v7,im,im,im,im,im,iii,v7,im,im,iii,ii7,bii7,im,iii,bvi7,v7,im,iii,bvi7,v7,im,iii,bvi7,v7,im,iii,ii7,bii7,im,iii,bvi7,v7,ii7,bii7,im,iii,bvi7,v7,im,iii,ii7,bii7,im,iii,bvi7,v7,im,iii,bvi7,v7,im,iii,bvi7,v7"
619470,Hosanna,Hillsong United,E,0,"C#m,E,F#m7,G#m7,E,C#m,F#m,B,C#m,E,C#m,F#m,B,E/G#,A,B,C#m,A,C#m,B,E/G#,A,B,C#m,A,B,C#m,E,C#m,F#m,B,E,C#m,F#m,B,E/G#,A,B,C#m,A,C#m,B,E/G#,A,B,C#m,A,B,C#m,C#m,E,F#m7,G#m7,A,B,E,C#m,A,B,C#m,A,B,E,C#m,A,B,A,E/G#,A,B,C#m,A,C#m,B,E/G#,A,B,C#m,A,B,E,E/G#,A,B,C#m,A,C#m,B,E/G#,A,B,C#m,E/G#,A,B,C#m,E/G#,A,B,C#m,A,B,E","vim,i,iim7,iiim7,i,vim,iim,v,vim,i,vim,iim,v,i,iv,v,vim,iv,vim,v,i,iv,v,vim,iv,v,vim,i,vim,iim,v,i,vim,iim,v,i,iv,v,vim,iv,vim,v,i,iv,v,vim,iv,v,vim,vim,i,iim7,iiim7,iv,v,i,vim,iv,v,vim,iv,v,i,vim,iv,v,iv,i,iv,v,vim,iv,vim,v,i,iv,v,vim,iv,v,i,i,iv,v,vim,iv,vim,v,i,iv,v,vim,i,iv,v,vim,i,iv,v,vim,iv,v,i"
621851,You Shook Me All Night Long,AC/DC,G,0,"G,C,D,G,G,C,D,G,G,C,D,G,G,C,D,D,G,C,D,C,G,C,D,C,G,C,D,G,G,C,D,G,G,C,D,G,G,C,D,D,G,C,D,C,G,C,D,C,G,C,D,C,G,C,D,Dsus4,D,D,G,C,D,C,G,C,D,C,G,C,D,C,G,C,D,C,G,C,D,C,G,C,D,C,G,C,D,C,G,C,D,C,D,C,D,D","i,iv,v,i,i,iv,v,i,i,iv,v,i,i,iv,v,v,i,iv,v,iv,i,iv,v,iv,i,iv,v,i,i,iv,v,i,i,iv,v,i,i,iv,v,v,i,iv,v,iv,i,iv,v,iv,i,iv,v,iv,i,iv,v,vsus4,v,v,i,iv,v,iv,i,iv,v,iv,i,iv,v,iv,i,iv,v,iv,i,iv,v,iv,i,iv,v,iv,i,iv,v,iv,i,iv,v,iv,v,iv,v,v"
627220,Tears In Heaven,Eric Clapton,A,0,"A,E/G#,F#m,D/F#,E7sus4,E7,A,A,E,F#m,D/F#,E,A,E,F#m,D/F#,E,F#m,C#/E#,F#7,Bm7,A,A,E/G#,F#m,D/F#,E7sus,E7,A,A,E,F#m,D/F#,E,A,E,F#m,D/F#,E,F#m,C#/E#,F#7,Bm7,A,A,E/G#,F#m,D/F#,E7sus4,E7,A,C,Am,D/F#,G,D/F#,Em,D/F#,G,C,Am,D/F#,G,D/F#,E,A,E/G#,F#m,D/F#,E7,F#m,C#/E#,F#7,Bm7,A,A,E/G#,F#m,D/F#,E7sus4,E7,A,A,E,F#m,D/F#,E,A,E,F#m,D/F#,A,E,F#m,C#/E#,F#7,Bm7,A,A,E/G#,F#m,Bm7,A","i,v,vim,iv,v7sus4,v7,i,i,v,vim,iv,v,i,v,vim,iv,v,vim,iii,vi7,iim7,i,i,v,vim,iv,v7sus,v7,i,i,v,vim,iv,v,i,v,vim,iv,v,vim,iii,vi7,iim7,i,i,v,vim,iv,v7sus4,v7,i,biii,im,iv,bvii,iv,vm,iv,bvii,biii,im,iv,bvii,iv,v,i,v,vim,iv,v7,vim,iii,vi7,iim7,i,i,v,vim,iv,v7sus4,v7,i,i,v,vim,iv,v,i,v,vim,iv,i,v,vim,iii,vi7,iim7,i,i,v,vim,iim7,i"
628287,Sparks Fly,Taylor Swift,,5,"Am,F,C,G,Am,F,C,G,Am,F,C,G,F,G,C,G,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,F,G,C,G,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am",
629185,Hallelujah,Leonard Cohen,C,0,"C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E,Am,F,Am,F,C,G,F,Am,F,C,G,F,Am,F,C,G,F,Am,F,C,G,C","i,v,i,vim,i,vim,iv,v,i,v,i,iv,v,vim,iv,v,iii,vim,iv,vim,iv,i,v,i,v,i,vim,i,vim,iv,v,i,v,i,iv,v,vim,iv,v,iii,vim,iv,vim,iv,i,v,i,v,i,vim,i,vim,iv,v,i,v,i,iv,v,vim,iv,v,iii,vim,iv,vim,iv,i,v,i,v,i,vim,i,vim,iv,v,i,v,i,iv,v,vim,iv,v,iii,vim,iv,vim,iv,i,v,i,v,i,vim,i,vim,iv,v,i,v,i,iv,v,vim,iv,v,iii,vim,iv,vim,iv,i,v,i,v,i,vim,i,vim,iv,v,i,v,i,iv,v,vim,iv,v,iii,vim,iv,vim,iv,i,v,i,v,i,vim,i,vim,iv,v,i,v,i,iv,v,vim,iv,v,iii,vim,iv,vim,iv,i,v,iv,vim,iv,i,v,iv,vim,iv,i,v,iv,vim,iv,i,v,i"
630097,Kids,MGMT,,0,"F#m,D,A,E/G#,Bm,F#,E,G#m,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,D,E,F#m,G#m,A,Bm,D,E,F#m,A,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,F#m,D,A,E/G#,A",
630290,Fall For You,Secondhand Serenade,Am,0,"Am,F,C,G,Am,F,C,G,F,G,C,Am,F,G,C,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,F,G,C,Am,F,G,C,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,F,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C","im,bvi,iii,bvii,im,bvi,iii,bvii,bvi,bvii,iii,im,bvi,bvii,iii,im,bvi,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,bvi,bvii,iii,im,bvi,bvii,iii,im,bvi,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,bvi,iii,im,bvi,bvii,iii,im,bvi,bvii,iii,im,bvi,bvii,iii,im,bvi,bvii,iii"
633831,Cry Me A River,Justin Timberlake,,2,"Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am,Em,B,C,Am",
637937,The Girl,City and Colour,,3,"G,G/F#,Em,Cmaj7,G,G,G/F#,Em,Cmaj7,G,G,G/F#,Em,Cmaj7,G,G,G/F#,Em,Cmaj7,G,G,G/F#,Em,Cmaj7,G,G,G/F#,Em,Cmaj7,G,Em,Cmaj7,G,G/F#",
641307,Gravity,John Mayer,C,0,"G,C,G,C,G,C,G,C,Am7,D7,Gm/Bb,Ebmaj7,D7,G,C,G,C,Am7,D7,Gm/Bb,Ebmaj7,D7,G,C,G,C,Am7,D7,Gm/Bb,Ebmaj7,D7,G,C,G,C,G,C,G,C,G,C","v,i,v,i,v,i,v,i,vim7,ii7,vm,biiimaj7,ii7,v,i,v,i,vim7,ii7,vm,biiimaj7,ii7,v,i,v,i,vim7,ii7,vm,biiimaj7,ii7,v,i,v,i,v,i,v,i,v,i"
651988,The Man Who Sold The World,Nirvana,C#m,0,"C#,F,Dm,A,Dm,A,F,C,A,Dm,C,C,F,C#,F,C,F,C#,A,A,Dm,F,Dm,A,Dm,A,F,C,A,Dm,C,C,F,C#,F,C,F,C#,A,A,Dm,C,F,C#,F,C,F,C#,A,A,Dm,F,Dm,A,Dm,F","i,biv,biim,bvi,biim,bvi,biv,bi,bvi,biim,bi,bi,biv,i,biv,bi,biv,i,bvi,bvi,biim,biv,biim,bvi,biim,bvi,biv,bi,bvi,biim,bi,bi,biv,i,biv,bi,biv,i,bvi,bvi,biim,bi,biv,i,biv,bi,biv,i,bvi,bvi,biim,biv,biim,bvi,biim,biv"
653316,Chasing Pavements,Adele,,0,"Cm,Gm7/Bb,Cm,Gm/Bb,Fm/Ab,G7,Fm/Ab,Gm/Bb,Bb7,Eb,Cm,Gm,Eb,Cm,G7,Ab7,Gm/Bb,Bb7,Ab,Gm,Cm7,Fm7,Fm7/Ab,Ab9,Gm,G7,Ab9,Gm,Cm7,Fm7,Fm7/Ab,Fm/Ab,G7,Ab,Gm,Cm7,Fm7,Fm7/Ab,Gm,Eb,Cm,Gm/Bb,Fm/Ab,G7,Ab7,Gm/Bb,Bb7,Ab,Gm,Cm7,Fm7,Fm7/Ab,Ab9,Gm,G7,Ab9,Gm,Cm7,Fm7,Fm7/Ab,Fm/Ab,G7,Ab,Gm,Cm7,Fm7,Fm7/Ab,Gm,Eb,Ab9,Gm7,Fm7,Ab,G7,Ab9,Gm,Cm7,Fm7,Ab,Gm7,Cm7,Fm7,Ab,Ab7,Bb7,Ab,Gm,Cm7,Fm7,Fm7/Ab,Ab9,Gm,G7,Ab9,Gm,Cm7,Fm7,Fm7/Ab,Fm/Ab,G7,Ab,Gm,Cm7,Fm7,Fm7/Ab,Gm,Eb",
655289,The Times They Are A-Changin,Bob Dylan,,0,"G,Em,C,G,G,Em,C,D,G,Em,C,G,G,Am,D,D,Cadd9,G,C,D,G,G,Em,C,G,G,Em,C,D,G,Em,C,G,G,Am,D,D,Cadd9,G,C,D,G,G,Em,C,G,G,Em,C,D,G,Em,C,G,G,Am,D,D,Cadd9,G,C,D,G,G,Em,C,G,G,Em,C,D,G,Em,C,G,G,Am,D,D,Cadd9,G,C,D,G,G,Em,C,G,G,Em,C,D,G,Em,C,G,G,Am,D,D,Cadd9,G,C,D,G",
655874,I Miss You,Blink-182,B,4,"G,D,Em,C2,G,D,Em,C2,G,D,Em,C2,G,D/F#,Em,D,C2,D,G,D/F#,Em,D,C2,D,G,D,Em,C2,G,D,Em,C2,G,D,Em,C2,G,D,Em,C2,G,D,Em,D,C2,G,D,Em,D,C2","bvi,biii,ivm,bii,bvi,biii,ivm,bii,bvi,biii,ivm,bii,bvi,biii,ivm,biii,bii,biii,bvi,biii,ivm,biii,bii,biii,bvi,biii,ivm,bii,bvi,biii,ivm,bii,bvi,biii,ivm,bii,bvi,biii,ivm,bii,bvi,biii,ivm,biii,bii,bvi,biii,ivm,biii,bii"
661006,Re Stacks,Bon Iver,A,2,"Dsus4,G,Cadd9,D7sus4,Cadd9,Dsus4,D,Dsus4,Cadd9,G,Cadd9,G,Cadd9,G,Dsus4,G,Cadd9,Dsus4,Cadd9,Dsus4,G,Cadd9,Dsus4,Cadd9,Am7,G,Cadd9,G,Cadd9,G,Cadd9,G,Dsus4,G,Cadd9,Dsus4,Cadd9,Dsus4,G,Cadd9,Dsus4,Cadd9,Am7,G,Cadd9,G,Cadd9,G,Cadd9,G,Dsus4,Em7,C,Dsus4,Em7,C,Dsus4,Em7,C,Dsus4,G,Cadd9,Dsus4,Cadd9,Dsus4,G,Cadd9,Dsus4,Cadd9,Am7,G,Cadd9,G,Cadd9,G,Cadd9,G,Dsus4,G,Cadd9,Dsus4,Cadd9,Dsus4,G,Cadd9,Dsus4,Cadd9,Am7,G,Cadd9,G,Cadd9,G,Cadd9,G,Dsus4,Em7,C,Dsus4,Em7,C,Dsus4,Em7,C,Dsus4,G,Cadd9,Dsus4,Cadd9,Dsus4,G,Cadd9,Dsus4,Cadd9,Am7,G,Cadd9,G,Cadd9,G,Cadd9,G","ivsus4,bvii,biiiadd9,iv7sus4,biiiadd9,ivsus4,iv,ivsus4,biiiadd9,bvii,biiiadd9,bvii,biiiadd9,bvii,ivsus4,bvii,biiiadd9,ivsus4,biiiadd9,ivsus4,bvii,biiiadd9,ivsus4,biiiadd9,im7,bvii,biiiadd9,bvii,biiiadd9,bvii,biiiadd9,bvii,ivsus4,bvii,biiiadd9,ivsus4,biiiadd9,ivsus4,bvii,biiiadd9,ivsus4,biiiadd9,im7,bvii,biiiadd9,bvii,biiiadd9,bvii,biiiadd9,bvii,ivsus4,vm7,biii,ivsus4,vm7,biii,ivsus4,vm7,biii,ivsus4,bvii,biiiadd9,ivsus4,biiiadd9,ivsus4,bvii,biiiadd9,ivsus4,biiiadd9,im7,bvii,biiiadd9,bvii,biiiadd9,bvii,biiiadd9,bvii,ivsus4,bvii,biiiadd9,ivsus4,biiiadd9,ivsus4,bvii,biiiadd9,ivsus4,biiiadd9,im7,bvii,biiiadd9,bvii,biiiadd9,bvii,biiiadd9,bvii,ivsus4,vm7,biii,ivsus4,vm7,biii,ivsus4,vm7,biii,ivsus4,bvii,biiiadd9,ivsus4,biiiadd9,ivsus4,bvii,biiiadd9,ivsus4,biiiadd9,im7,bvii,biiiadd9,bvii,biiiadd9,bvii,biiiadd9,bvii"
661479,Take A Bow,Rihanna,E,4,"C,G,Am7,F,C,Bbsus2,C,G,Am7,F,C,G,Am7,F,C,G,Am7,F,C,Bbsus2,C,G,Am7,F,C,G,Bbsus2,C,G,Am7,F,C,G,Am7,F,C,G,Am7,F,Dm7,F,F,Bbsus2,C,G,Am7,F,C,G,Am7,F,C,G,Am7,F,C,Bbsus2,C,G,Am7,F,C,G,Bbsus2,C,G,Am7,F,C,G,Am7,F,C,G,Am7,F,Dm7,F,F,Bbsus2,Fadd9,G,Am7,Dm7,Fadd9,G,Am7,Bbsus2,C,G,Am7,F,C,Bbsus2,C,G,Am7,F,C,G,Am7,F,C,G,Am7,F,Dm7,F,F,Bbsus2,Dm7,F","bvi,biii,ivm7,bii,bvi,bvsus2,bvi,biii,ivm7,bii,bvi,biii,ivm7,bii,bvi,biii,ivm7,bii,bvi,bvsus2,bvi,biii,ivm7,bii,bvi,biii,bvsus2,bvi,biii,ivm7,bii,bvi,biii,ivm7,bii,bvi,biii,ivm7,bii,bviim7,bii,bii,bvsus2,bvi,biii,ivm7,bii,bvi,biii,ivm7,bii,bvi,biii,ivm7,bii,bvi,bvsus2,bvi,biii,ivm7,bii,bvi,biii,bvsus2,bvi,biii,ivm7,bii,bvi,biii,ivm7,bii,bvi,biii,ivm7,bii,bviim7,bii,bii,bvsus2,biiadd9,biii,ivm7,bviim7,biiadd9,biii,ivm7,bvsus2,bvi,biii,ivm7,bii,bvi,bvsus2,bvi,biii,ivm7,bii,bvi,biii,ivm7,bii,bvi,biii,ivm7,bii,bviim7,bii,bii,bvsus2,bviim7,bii"
663141,Just The Two Of Us,Grover Washington Jr.,G,1,"Cmaj7,B7,Em7,Dm7,G7,Cmaj7,B7,Em7,Cmaj7,B7,Em7,Dm7,G7,Cmaj7,B7,Em7,Cmaj7,B7,Em7,Dm7,G7,Cmaj7,B7,Em7,Cmaj7,B7,Em7,Ebm7,Dm7,G7,Cmaj7,B7,Em7,Cmaj7,B7,Em7,Ebm7,Dm7,G7,Cmaj7,B7,Em7,Cmaj7,B7,Em7,Dm7,G7,Cmaj7,B7,Em7,Cmaj7,B7,Em7,Dm7,G7,Cmaj7,B7,Em7,Cmaj7,B7,Em7,Ebm7,Dm7,G7,Cmaj7,B7,Em7,Cmaj7,B7,Em7,Ebm7,Dm7,G7,Cmaj7,B7,Em7,Cmaj7,B7,Bbmaj7,A7,Abmaj7,G7,Cmaj7,Gmaj7,Cmaj7,B7,Bbmaj7,A7,Abmaj7,G7,Cmaj7,Gmaj7,Cmaj7,B7,Em7,Dm7,G7,Cmaj7,B7,Em7,Cmaj7,B7,Em7,Dm7,G7,Cmaj7,B7,Em7,Cmaj7,B7,Em7,Dm7,G7,Cmaj7,B7,Em7,Cmaj7,B7,Em7,Ebm7,Dm7,G7,Cmaj7,B7,Em7,Cmaj7,B7,Em7,Ebm7,Dm7,G7,Cmaj7,B7,Em7","ivmaj7,iii7,vim7,vm7,i7,ivmaj7,iii7,vim7,ivmaj7,iii7,vim7,vm7,i7,ivmaj7,iii7,vim7,ivmaj7,iii7,vim7,vm7,i7,ivmaj7,iii7,vim7,ivmaj7,iii7,vim7,bvim7,vm7,i7,ivmaj7,iii7,vim7,ivmaj7,iii7,vim7,bvim7,vm7,i7,ivmaj7,iii7,vim7,ivmaj7,iii7,vim7,vm7,i7,ivmaj7,iii7,vim7,ivmaj7,iii7,vim7,vm7,i7,ivmaj7,iii7,vim7,ivmaj7,iii7,vim7,bvim7,vm7,i7,ivmaj7,iii7,vim7,ivmaj7,iii7,vim7,bvim7,vm7,i7,ivmaj7,iii7,vim7,ivmaj7,iii7,biiimaj7,ii7,biimaj7,i7,ivmaj7,imaj7,ivmaj7,iii7,biiimaj7,ii7,biimaj7,i7,ivmaj7,imaj7,ivmaj7,iii7,vim7,vm7,i7,ivmaj7,iii7,vim7,ivmaj7,iii7,vim7,vm7,i7,ivmaj7,iii7,vim7,ivmaj7,iii7,vim7,vm7,i7,ivmaj7,iii7,vim7,ivmaj7,iii7,vim7,bvim7,vm7,i7,ivmaj7,iii7,vim7,ivmaj7,iii7,vim7,bvim7,vm7,i7,ivmaj7,iii7,vim7"
663154,Slow Dancing In A Burning Room,John Mayer,C#m,4,"Am,F,C,Am,F,C,Am,F,C,Am,F,C,G,Am,F,G,Am,F,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,Am,F,C,G,Am,F,G,Am,F,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Dm11,Am,G,Dm11,Dm11,Am,G,Dm11,Dm11,Am,G,Dm11,G,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C","bvim,biv,bi,bvim,biv,bi,bvim,biv,bi,bvim,biv,bi,bv,bvim,biv,bv,bvim,biv,bvim,biv,bi,bvim,biv,bi,bvim,biv,bi,bvim,biv,bi,bvim,bvim,biv,bi,bv,bvim,biv,bv,bvim,biv,bvim,biv,bi,bvim,biv,bi,bvim,biv,bi,bvim,biv,bi,bvim,biv,bi,biim11,bvim,bv,biim11,biim11,bvim,bv,biim11,biim11,bvim,bv,biim11,bv,bvim,biv,bi,bvim,biv,bi,bvim,biv,bi,bvim,biv,bi,bvim,biv,bi,bvim,biv,bi,bvim,biv,bi,bvim,biv,bi,bvim,biv,bi"
663878,This Is The Life,Amy Macdonald,,4,"Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,Am,F,C,Em,Am",
