id,song,artist,tonality,capo,chords,roman numerals
23,Beer Drinkers And Hell Raisers,ZZ Top,,0,"Em7,E,D,A5,A6,B5,B6,Em7,Em7,E,D,A5,A6,A5,A6,Em7,B5,B6,B5,B6,A5,A6,A5,A6,Em7",
73,Harvest Moon,Neil Young,,0,"G,C,C,G,C,G,C,C,G,C,G,C,C,G,C,G,C,G,G,Bm,C,Am,G,Bm,C,Am,Em,G,C,Am,G,Bm,C,Am,Em,G,C,Am,G,F,C,G,F,C,G,F,G,D,G,F,D,D,Bb,F,Am,Gm,C,D,Bb,F,Am,Gm,C,D,Bb,F,Am,Gm,C,D,F,C,F,G,D,D,F,C,F,G,D,D,F,C,F,G,D,D,Bb,F,Am,Gm,C,F,G,D,A,A,F,F,D,D,D,Bb,A,Am,Gm,Em,C,F,G,F,D,B,B,B,B,B,B,B,B,B,B,D,A,Bm7,A,Em,A,G,G,G,G,Em,A,Em,A,D,Dm,Dm,Dm7,Bb,C,Dm,Dm,Bb,Bb,C,C,A,Dm,Dm7,Bb,C,Dm,Dm7,Bb,C,Dm,Dm,Bb,Bb,C,C,A,D,Dm7,Bb,C,D,Dm7,Bb,C,D,Dm7,Bb,C,Dm7,Bb,Bb5,C5,A5,Dm,D,Dm7,Bb,C,Bb5,C5,A5,Dm,A,F#m,D,D,A,F#m,D,D,A,F#m,D,D,A,F#m,D,D,A,F#m,D,D,A,F#m,D,D,A,F#m,Em,A,F#m,D,A,F#m,A,F#m,A,F#m,D,E,A,F#m,D,D,A,F#m,D,D,A,F#m,A,F#m,A,F#m,D,E,A,A,F#m,Em,A,F#m,D,A,F#m,A,F#m,A,F#m,D,E,A,Em,D,Bm,A,F#m,A,F#m,A,F#m,D,E,Bb,Dm,F,Bb,C,Em,C,G,C,C,Am,F,G,C,Bb,Dm,F,Bb,F,D#,Gm,F,Bb,Gm,D#,F,Bb,C,Em,C,G,C,G,C,F,C,Am,G,C,Am,F,C,Bb,F,Bb,G,Em,C,C,G,Em,C,C,G,Em,C,C,G,Em,C,C,G,Em,C,C,G,Em,C,C,G,Em,C,D,G,G,B,C,D,C,B,A,B,C,B,A,C,D,C,D,C,D,G,Em,C,C,G,Em,C,C,G,Em,C,C,G,Em,C,C,G,Em7,Csus2,G,C,Cmaj9,C,Dsus4,Em7,Cmaj9,D,C(add9),Em7,Cmaj9,D,Em7,Cmaj9,D,Em7,Cmaj9,D,Em7,Cmaj9,D,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,Em7,Cmaj9,D,C(add9),Em7,Cmaj9,D,C,Em7,Cmaj9,D,Em7,Cmaj9,D,Em7,Cmaj9,Em7,Cmaj9,D,Em7,Cmaj9,D,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,Em7,Cmaj9,D,Em7,Cmaj9,Em7,Cmaj9,D,Em7,Cmaj9,D,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,G,Dsus4,G",
74,Unplugged,Neil Young,,0,"G,C,G,G,C,G,C,G,C,G,D,C,G,G,C,G,G,C,G,C,C,Am,C,D,G,D,Am,C,G,G,C,G,C,G,C,Am,C,G,Bm,D,Am,C,G,D,Am,C,G,G,C,G,C,G,C,C,G,D,C,G,D,C,G,D,Am,C,G,E,E,E,E,E,E,A,E,D,A,E,D,G,D,D,D,A,D,A,D,E,E,A,E,G,D,A,E,E,G,D,G,D,E,G,G,D,E,D,D,Dsus4,D,D,Em,D,A,C,G,D,A,C,G,D,D,Em,D,D,D,Em,D,A,C,G,D,D,D,Em,D,A,C,G,D,A,C,G,D,D,A,C,G,D,F,C,Bb,C,F,Bb,C,F,C,Bb,C,F,Bb,C,F,C,Bb,C,F,C,Bb,C,Bb,F,Bb,F,Bb,Dm,C,F,F,C,Bb,C,F,C,Bb,C,F,C,Bb,C,A,F,C,Bb,C,F,F,C,Bb,C,Am,G,F,Em,Am,G,F,Em,G,Am,G,F,Em,G,C,G,F,G,C,G,F,G,C,G,F,G,F,Am,G,F,Em,G,D,Em7,Gm,Bb,C,F,Esus4,E,D,Em7,Gm,Bb,C,F,Esus4,E,Em7,Gm,Bb,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,G,D,G,D,G,D,G,D,G,A,Em,A,D,D,Dmaj7,A,Bm7,A,D,C,C,C,Am,Dm7,Fm7,C,Am,F,Fm7,C,C,E,F,G,E,F,G,E,F,E,G,G,C,C,G,C,G,C,C,G,C,G,C,C,G,C,G,C,G,E,D,A,D,E,D,A,G,E,D,A,D,Bm,G,C,Em,Am,G,Bm,G,D,G,D,Bm,G,A,D,G,D,Bm,A,D,D,G,D,Bm,G,A,D,G,D,Bm,A,D,G,Bb,D,Dsus4,D,D,Dsus4,D,Dsus4,G,Bm,C,Am,G,Bm,C,Am,Em,G,C,Am,G,Bm,C,Am,Em,G,C,Am,G,F,C,G,F,C,G",
105,Ball And Chain,XTC,,0,"C,C7sus4,C,C7sus4,C,C7sus4,Bb,F,C,G5,D,F,C,G5,D,F,C,G5,D,F,C,G5,D,F,G5,D,F,C",
118,Los Angeles,X,,0,"E,C,D,G,A,A,G,D,C,A,G,D,C,A,G,C,A,G,C,A,G,C,A,G,C,A,G,C,A,G,C,A,C,Bb,C,Bb,C,Bb,C,Bb,C,Bb,C,Bb,D,E,D,E,D,E,D,E,D,E,E,C,D,G,A,A,G,D,C,A,G,D,C,A,G,C,A,G,C,A,G,C,A,G,A,G,C,A,G,C,A,E,C,D,G,A",
120,The Hungry Wolf,X,,0,"C,B,B,C,B,C,B,D,E,C,B,C,B,C,B,D,E,E,C,E,C,B,C,B,G,B,E,C,B,C,B,C,B,D,E",
234,Roses Are Free,Ween,,0,"F,G,G#,A,A#",
300,Angels,Robbie Williams,,0,"E,E,A,C#m,B,E,A,C#m,B,A,C#m,A,D,A,E,D,A,E,B,C#m,A,E,B,C#m,A,G#m,F#m,D,A,E,E,A,C#m,B,E,A,C#m,B,D,A,E,D,A,E,Bm,A,E,B,C#m,A,E,B,C#m,A,G#m,F#m,D,A,E",
407,The Difference,The Wallflowers,,0,"E,A,E,A,B,E,C#,B,E,A,E,A,B,E,C#,B,E,A,E,A,B,E,C#,B,A,E,C#,B,A,E,B,A,G#,F#,B,C#,B,A,E,C#,B,A,E,B,C#,B,E",
464,I Lay My Love On You,Westlife,,0,"Am,Dm,G,C,Em,Am,Dm,F,G,C,G,Am,Dm,G,C,Em,Am,Dm,F,G,C,G,Am,C,F,G,D,A,Bm,D,A,Em,G,A,D,Am,Dm,G,C,Em,Am,Dm,G,C,G,Am,C,F,G,D,A,Bm,D,A,Em,G,A,D,Em,Em,D,D,Em,Em,D,D,D,G,A,Bm,E,B,A,E,B,F#m,A,B,E",
835,With Or Without You,U2,D,0,"D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,D,D,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G","i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,i,i,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv,i,v,vim,iv"
1345,Youre Still The One,Shania Twain,Eb,1,"D,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,Em,A,D,G,A,D,G,Em,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,Em,A,D,G,A,D,G,Em,A,D,G,A,D,G,A,D,G,Em,A,D,G,A,D,G,Em,A,D,G,A,D,G,A","vii,vii,iii,#iv,vii,iii,#iv,vii,iii,#iv,vii,iii,#iv,vii,iii,#iv,vii,iii,#iv,vii,iii,#im,#iv,vii,iii,#iv,vii,iii,#im,#iv,vii,iii,#iv,vii,iii,#iv,vii,iii,#iv,vii,iii,#iv,vii,iii,#iv,vii,iii,#iv,vii,iii,#im,#iv,vii,iii,#iv,vii,iii,#im,#iv,vii,iii,#iv,vii,iii,#iv,vii,iii,#im,#iv,vii,iii,#iv,vii,iii,#im,#iv,vii,iii,#iv,vii,iii,#iv"
1406,Jumper,Third Eye Blind,,0,"E,A,D,G,B,E,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Am,C,G,Am,C,G,Am,D11,C,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Am,C,G,Am,C,G,Am,D11,C,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,Fmaj7,C,G,D11,C,Fmaj7,C,G,Fmaj7,Fmaj7,C,G,Fmaj7,Fmaj7,C,G,Fmaj7,Fmaj7,C,G,Fmaj7,Fmaj7,C,G,Fmaj7,C,G",
1433,Drops Of Jupiter,Train,C,0,"C,G,F,F,C,G,F,C,G,F,C,G,F,G,D,F,C,G,D,Dm,F,C,G,F,F,C,G,F,C,G,F,C,G,F,G,D,F,C,G,D,Dm,F,C,G,F,F,C,G,F,C,G,Bb,F,G,D,F,C,G,D,F,C,G,D,Dm,F,C,G,F,C,G,F,C,G,Bb,F","i,v,iv,iv,i,v,iv,i,v,iv,i,v,iv,v,ii,iv,i,v,ii,iim,iv,i,v,iv,iv,i,v,iv,i,v,iv,i,v,iv,v,ii,iv,i,v,ii,iim,iv,i,v,iv,iv,i,v,iv,i,v,bvii,iv,v,ii,iv,i,v,ii,iv,i,v,ii,iim,iv,i,v,iv,i,v,iv,i,v,bvii,iv"
2704,Kiss Me,Sixpence None the Richer,Eb,3,"C,Cmaj7,C7,Dm,G,Am,Gsus4,Fmaj7,C,Cmaj7,C7,Cmaj7,C,Cmaj7,C7,Cmaj7,C,Cmaj7,C7,F,Dm,G,C,Am,Dm,G,C,C7,Dm,G,C,Am,Fmaj7,Gsus4,G,C,Cmaj7,C7,Cmaj7,C,Cmaj7,C7,Cmaj7,C,Cmaj7,C7,F,Dm,G,C,Am,Dm,G,C,C7,Dm,G,C,Am,Fmaj7,Gsus4,G,C,Cmaj7,C7,Cmaj7,Dm,G,C,Am,Dm,G,C,C7,Dm,G,C,Am,Dm,G,C,C7,Dm,G,C,Am,Fmaj7,Gsus4,G,C,Cmaj7,C7,Cmaj7,C,Cmaj7,C7,Cmaj7,C,Cmaj7,C7,Cmaj7,C,Cmaj7,C7,Cmaj7,C","vi,vimaj7,vi7,viim,iii,#ivm,iiisus4,iimaj7,vi,vimaj7,vi7,vimaj7,vi,vimaj7,vi7,vimaj7,vi,vimaj7,vi7,ii,viim,iii,vi,#ivm,viim,iii,vi,vi7,viim,iii,vi,#ivm,iimaj7,iiisus4,iii,vi,vimaj7,vi7,vimaj7,vi,vimaj7,vi7,vimaj7,vi,vimaj7,vi7,ii,viim,iii,vi,#ivm,viim,iii,vi,vi7,viim,iii,vi,#ivm,iimaj7,iiisus4,iii,vi,vimaj7,vi7,vimaj7,viim,iii,vi,#ivm,viim,iii,vi,vi7,viim,iii,vi,#ivm,viim,iii,vi,vi7,viim,iii,vi,#ivm,iimaj7,iiisus4,iii,vi,vimaj7,vi7,vimaj7,vi,vimaj7,vi7,vimaj7,vi,vimaj7,vi7,vimaj7,vi,vimaj7,vi7,vimaj7,vi"
2707,Kiss Me,Sixpence None the Richer,D,1,"D,Dmaj7,D7,Dmaj7,D,Dmaj7,D7,Dmaj7,D,Dmaj7,D7,Dmaj7,D,Dmaj7,D7,G,Em,A,D,Bm,Em,A,D,D7,Em,A,D,D/C#,Bm7,Gmaj7,Asus4,A,D,Dmaj7,D7,Dmaj7,D,Dmaj7,D7,Dmaj7,D,Dmaj7,D7,G,Em,A,D,Bm,Em,A,D,D7,Em,A,D,D/C#,Bm7,Gmaj7,Asus4,A,D,Dmaj7,D7,Dmaj7,Em,A,D,Bm,Em,A,D,D7,Em,A,D,Bm,Em,A,D,D7,Em,A,D,D/C#,Bm7,Gmaj7,Asus4,A,D,Dmaj7,D7,Dmaj7,D,Dmaj7,D7,Dmaj7,D,Dmaj7,D7,Dmaj7,D,Dmaj7,D7,Dmaj7,D","i,imaj7,i7,imaj7,i,imaj7,i7,imaj7,i,imaj7,i7,imaj7,i,imaj7,i7,iv,iim,v,i,vim,iim,v,i,i7,iim,v,i,i,vim7,ivmaj7,vsus4,v,i,imaj7,i7,imaj7,i,imaj7,i7,imaj7,i,imaj7,i7,iv,iim,v,i,vim,iim,v,i,i7,iim,v,i,i,vim7,ivmaj7,vsus4,v,i,imaj7,i7,imaj7,iim,v,i,vim,iim,v,i,i7,iim,v,i,vim,iim,v,i,i7,iim,v,i,i,vim7,ivmaj7,vsus4,v,i,imaj7,i7,imaj7,i,imaj7,i7,imaj7,i,imaj7,i7,imaj7,i,imaj7,i7,imaj7,i"
3391,Grow Old With You,Adam Sandler,A,0,"A,Bm,C#m,D,A,E,D,A,E,A,Bm,C#m,D,A,E,D,A,A7,D,A,D,E,E,D,A,Bm,C#m,D,A,E,D,A,E,D,A","i,iim,iiim,iv,i,v,iv,i,v,i,iim,iiim,iv,i,v,iv,i,i7,iv,i,iv,v,v,iv,i,iim,iiim,iv,i,v,iv,i,v,iv,i"
4017,Wild Horses,The Rolling Stones,C,0,"G,Am7,G,Am7,G,Bm,G,Bm,G,Am7,C,D,G,D,C,Bm,G,Bm,G,Am7,C,D,G,D,Am7,C,D,G,F,C,Bm,Am7,C,D,G,F,C,Bm,G,Bm,G,Am7,C,D,G,D,C,Bm,G,Bm,G,Am7,C,D,G,D,Am7,C,D,G,F,C,Bm,Am7,C,D,G,F,C,C,C,D,G,Bm,G,Bm,G,Am7,C,D,G,D,C,Bm,G,Bm,G,Am7,C,D,G,D,Am7,C,D,G,F,C,Bm,Am7,C,D,G,F,C,Bm,G,Bm,G,Am7,C,D,G,D,Am7,C,D,G,F,C,Bm,Am7,C,D,G,F,C","v,vim7,v,vim7,v,viim,v,viim,v,vim7,i,ii,v,ii,i,viim,v,viim,v,vim7,i,ii,v,ii,vim7,i,ii,v,iv,i,viim,vim7,i,ii,v,iv,i,viim,v,viim,v,vim7,i,ii,v,ii,i,viim,v,viim,v,vim7,i,ii,v,ii,vim7,i,ii,v,iv,i,viim,vim7,i,ii,v,iv,i,i,i,ii,v,viim,v,viim,v,vim7,i,ii,v,ii,i,viim,v,viim,v,vim7,i,ii,v,ii,vim7,i,ii,v,iv,i,viim,vim7,i,ii,v,iv,i,viim,v,viim,v,vim7,i,ii,v,ii,vim7,i,ii,v,iv,i,viim,vim7,i,ii,v,iv,i"
4019,You Cant Always Get What You Want,The Rolling Stones,G,0,"G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,A,C,G,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,A,C,G,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,A,C,G,G,Gadd9,G,C,D,C,D,C,C,G,Gadd9,G,C,G,Gadd9,G,G,Gadd9,G,D,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,A,C,G,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,A,C,G,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,G,Gadd9,G,C,A,C,G,G,Gadd9,G,C","i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,ii,iv,i,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,ii,iv,i,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,ii,iv,i,i,iadd9,i,iv,v,iv,v,iv,iv,i,iadd9,i,iv,i,iadd9,i,i,iadd9,i,v,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,ii,iv,i,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,ii,iv,i,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,i,iadd9,i,iv,ii,iv,i,i,iadd9,i,iv"
4149,Fake Plastic Trees,Radiohead,A,0,"A,F#m7,E,E6,D5,A,D5,A,F#m7,E,E6,D5,A,D5,Bm7,A,Asus,Bm7,A,Asus,A,F#m7,E,E6,D5,A,D5,A,F#m7,E,E6,D5,A,D5,Bm7,A,Asus,Bm7,A,Asus,A,F#m7,E,E6,D5,A,D5,A,F#m7,E,E6,D5,A,D5,Bm7,A,Asus,Bm7,A,Asus,Bm7,A,Bm7,A,Bm7,Asus,A,Bm7,Asus,A","i,vim7,v,v,iv,i,iv,i,vim7,v,v,iv,i,iv,iim7,i,isus,iim7,i,isus,i,vim7,v,v,iv,i,iv,i,vim7,v,v,iv,i,iv,iim7,i,isus,iim7,i,isus,i,vim7,v,v,iv,i,iv,i,vim7,v,v,iv,i,iv,iim7,i,isus,iim7,i,isus,iim7,i,iim7,i,iim7,isus,i,iim7,isus,i"
4169,Creep,Radiohead,G,0,"G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G","i,iii,iv,ivm,i,iii,iv,ivm,i,iii,iv,ivm,i,iii,iv,ivm,i,iii,iv,ivm,i,iii,iv,ivm,i,iii,iv,ivm,i,iii,iv,ivm,i,iii,iv,ivm,i,iii,iv,ivm,i,iii,iv,ivm,i"
5655,Free Fallin,Tom Petty,F,8,"A,D,D,A,E,A,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,Asus4,A,E,A,Asus4,Asus4,A,E,A,Asus4,A,E,A,Asus4,Asus4,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,A,D,D,A,E,D,A","iii,vi,vi,iii,vii,iii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,iiisus4,iii,vii,iii,iiisus4,iiisus4,iii,vii,iii,iiisus4,iii,vii,iii,iiisus4,iiisus4,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,iii,vi,vi,iii,vii,vi,iii"
6091,Champagne Supernova,Oasis,A,0,"Asus2,Asus2/F#,A,G,D/F#,E,G,A,D,F,Asus2,Asus2/F#,Asus2,Asus2/F#,Asus2,Asus2/F#,Asus2,Asus2/F#,Asus2,Asus2/F#,Asus2,Asus2/F#,Asus2,Asus2/F#,Asus2,Asus2/F#,A,G,D/F#,E,A,G,D/F#,E,G,A,G,D,E,Asus2,Asus2/F#,Asus2,Asus2/F#,Asus2,Asus2/F#,Asus2,Asus2/F#,A,G,D/F#,E,A,G,D/F#,E,G,A,G,D,E,A,G,D/F#,F,G,A,G,D/F#,F,G,A,G,D/F#,F,G,F,G,F,G,Asus2,Asus2/F#,Asus2,Asus2/F#,E,Asus2,Asus2/F#,Asus2,Asus2/F#,Asus2,Asus2/F#,F,G,Asus2","isus2,isus2,i,bvii,iv,v,bvii,i,iv,bvi,isus2,isus2,isus2,isus2,isus2,isus2,isus2,isus2,isus2,isus2,isus2,isus2,isus2,isus2,isus2,isus2,i,bvii,iv,v,i,bvii,iv,v,bvii,i,bvii,iv,v,isus2,isus2,isus2,isus2,isus2,isus2,isus2,isus2,i,bvii,iv,v,i,bvii,iv,v,bvii,i,bvii,iv,v,i,bvii,iv,bvi,bvii,i,bvii,iv,bvi,bvii,i,bvii,iv,bvi,bvii,bvi,bvii,bvi,bvii,isus2,isus2,isus2,isus2,v,isus2,isus2,isus2,isus2,isus2,isus2,bvi,bvii,isus2"
6097,Dont Look Back In Anger,Oasis,C,0,"C,F,C,F,C,G,Am,E7,F,G,C,Am,G,C,G,Am,E7,F,G,C,Am,G,F,F,Fm,C,F,Fm,C,F,Fm,C,G,E7/G#,Am,G,F,G,C,G,Am,E7,F,G,C,Am,G,C,G,Am,E7,F,G,C,G,Am,E7,F,G,C,Am,G,C,G,Am,E7,F,G,C,Am,G,C,G,Am,E7,F,G,C,Am,G,F,Fm,C,F,Fm,C,F,Fm,C,G,E7/G#,Am,G,F,G,C,G,Am,E7,F,G,C,Am,G,C,G,Am,E7,F,G,C,Am,G,F,Fm,C,G,E7/G#,Am,G,F,G,G,C,G,Am,E7,F,G,C,Am,G,C,G,Am,E7,F,G,C,Am,G,C,G,Am,E7,F,G,C,Am,G,C,G,Am,F,Fm,C,G,Am,E7,F,Fm,C","i,iv,i,iv,i,v,vim,iii7,iv,v,i,vim,v,i,v,vim,iii7,iv,v,i,vim,v,iv,iv,ivm,i,iv,ivm,i,iv,ivm,i,v,iii7,vim,v,iv,v,i,v,vim,iii7,iv,v,i,vim,v,i,v,vim,iii7,iv,v,i,v,vim,iii7,iv,v,i,vim,v,i,v,vim,iii7,iv,v,i,vim,v,i,v,vim,iii7,iv,v,i,vim,v,iv,ivm,i,iv,ivm,i,iv,ivm,i,v,iii7,vim,v,iv,v,i,v,vim,iii7,iv,v,i,vim,v,i,v,vim,iii7,iv,v,i,vim,v,iv,ivm,i,v,iii7,vim,v,iv,v,v,i,v,vim,iii7,iv,v,i,vim,v,i,v,vim,iii7,iv,v,i,vim,v,i,v,vim,iii7,iv,v,i,vim,v,i,v,vim,iv,ivm,i,v,vim,iii7,iv,ivm,i"
6124,Whatever,Oasis,,0,"G,G,Dsus4/F#,E,Em7,Dsus4,Cadd9,A7sus4,A2,B5,F#,G,Dsus4/F#,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,Dsus4/F#,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,Dsus4/F#,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,Dsus4/F#,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,Em7,A7sus4,Cadd9,G,G,Dsus4/F#,Em7,A7sus4,Cadd9,Dsus4,G,Dsus4/F#,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,Dsus4/F#,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,Em7,A7sus4,Cadd9,G,G,Dsus4/F#,Em7,A7sus4,Cadd9,Dsus4,G,Dsus4/F#,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,Dsus4/F#,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,Dsus4/F#,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,B5,G,B5,G,B5,G,B5,F#,E,E,G,A2,E,E,G,A2,E,G,Dsus4/F#,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,Dsus4/F#,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,Dsus4/F#,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4,G,Dsus4/F#,Em7,Dsus4,Cadd9,Dsus4,G,Dsus4",
