,id,song,artist,genre,tonality,capo,chords
341,768099,Bubbly,Colbie Caillat,Pop,G,2,"G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,Bm,C,D,Am,Bm,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G,G,D/F#,C,G"
342,774291,Here I Am To Worship,Chris Tomlin,Praise & Worship,D,2,"D,A,Em,G,D,A,G,D,A,Em,G,D,A,G,D,A,D/F#,G,D,A,D/F#,G,D,A,Em,G,D,A,G,D,A,Em,G,D,A,G,D,A/C#,D/F#,G,D,A/C#,D/F#,G,A,D/F#,G,A,D/F#,G,A,D/F#,G,A,D/F#,G,D,A,D,G,D,A,D,G,D,A/C#,D/F#,G,D,A/C#,D/F#,G"
343,775751,Patience,Guns N Roses,,C,0,"C,G,A,D,C,G,A,D,C,G,C,Em,C,G,D,D,C,G,A,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,A,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,C,Em,C,G,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,C,Em,C,G,D,Dsus2,D,Dsus4,D,Dsus2,D,D,Dsus2,D,Dsus4,D,Dsus2,D,D,Dsus2,D,Dsus4,D,Dsus2,D,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,A,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,A,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,C,Em,C,G,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,C,Em,C,G,D,Dsus2,D,Dsus4,D,Dsus2,D,Dsus2,D,Dsus4,D,Dsus2,D,Dsus2,D,Dsus4,D,Dsus2,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,C,Em,C,G,D,Dsus2,D,Dsus4,D,Dsus2,D,C,G,C,Em,C,G,D,Dsus2,D,Dsus4,D,Dsus2,D,D,Dsus2,D,Dsus4,D,Dsus2,D,D,Dsus2,D,Dsus4,D,Dsus2,D,D,Dsus2,D,Dsus4,D,Dsus2,D,D,D/F#,G,D/F#,D,G,D,G,D,G,D,G,D,G,D,G,D,G,D,G,F,G,D,G,D"
344,793423,The Climb,Miley Cyrus,Pop,D,2,"D,G,Em,A,D,G,Em,A,Bm,F#m,G,Em,A,D,G,Em,A,D,Bm,A,G,D,D,G,Em,A,D,G,Em,A,Bm,F#m,G,Em,A,D,G,Em,A,D,Bm,A,G,D,D,G,Em,F#m,G,A,D,G,D,Em,D/F#,G,A,Bm,D,Bm,A,G,D,G,D,G,D,G,D"
345,799959,Use Somebody,Kings of Leon,Alternative,C,0,"C,F,F,C,F,F,Am,F,F,Am,F,F,C,F,C,F,Am,C,F,Am,C,F,C,F,C,F,Am,C,F,Am,C,F,C,F,C,F,C,F,C,F,Am,C,F,Am,C,F,C,F,C,F,C,F,C,F,D,F#,C,F,C,F,C,F,C,F,C,F,C,F"
346,802043,Imagine,John Lennon,Rock,C,0,"C,F,C,F,C,F,C,F,C,F,C,F,F,Am,Dm,F,G,C,G,C,C,F,C,F,C,F,C,F,F,Am,Dm,F,G,C,G,C,F,G,C,E,E7,F,G,C,E,E7,F,G,C,E,E7,F,G,C,C,F,C,F,C,F,C,F,F,Am,Dm,F,G,C,G,C,F,G,C,E,E7,F,G,C,E,E7,F,G,C,E,E7,F,G,C"
347,807883,Smells Like Teen Spirit,Nirvana,Grunge,E,1,"E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E,A,G,C,E"
348,810048,Poker Face,Lady Gaga,Pop,Bb,3,"G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,D/F#,Em,C,G,D/F#,Em,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,D/F#,Em,C,G,D/F#,Em,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G"
349,810679,All Along The Watchtower,Jimi Hendrix,Rock,Cm,0,"Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Cm,Bb,Ab,Bb,Ab,Bb,Cm"
350,811776,Folsom Prison Blues,Johnny Cash,Country,E,1,"E,E7,A,E,B7,E,E,E7,A,E,B7,E,E,E7,E,E7,A,A,E,E,B7,B7,E,E,E7,A,E,B7,E,E,E7,E,E7,A,A,E,E,B7,B7,E,E,E7,A,E,B7,E"
351,813826,Candy,Paolo Nutini,Pop,Am,0,"Am,Em,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,Am,Em,G,D7,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,G,C,G,C,G,C,G,C,G"
352,819644,Brown Eyed Girl,Van Morrison,Rock,G,0,"G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,C,D,G,Em,C,D,G,D7,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,C,D,G,Em,C,D,G,D7,G,C,G,D,G,C,G,D,G,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D,C,D,G,Em,C,D,G,D7,G,C,G,D,G,C,G,D,G,C,G,D,G,C,G,D"
353,822601,Iris,Goo Goo Dolls,,D,7,"Em7,Dsus4,Cadd9,G,A7sus4,Cadd9,Em7,Dsus4,Cadd9,G,A7sus4,Cadd9,Em7,Dsus4,Cadd9,G,A7sus4,Cadd9,Em7,Dsus4,Cadd9,G,A7sus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,G,A7sus4,Cadd9,Em7,Dsus4,Cadd9,G,A7sus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,G,Dsus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9,Em7,Dsus4,Cadd9"
354,823449,21 Guns,Green Day,Punk,Dm,0,"A,Bb,C,Dm,F,Bb5,C5,D5,F5,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C5,F5,D5,C5,Bb5,F5,C5,F5,D5,C5,Bb5,F5,C5,Bb5,F5,C5,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C5,F5,D5,C5,Bb5,F5,C5,F5,D5,C5,Bb5,F5,C5,Bb5,F5,C5,D5,Bb5,F5,C5,D5,Bb5,F5,A5,D5,Bb5,F5,A5,Bb5,C5,F5,F5,D5,C5,Bb5,F5,C5,F5,D5,C5,Bb5,F5,C5,Bb5,F5,A5,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,F5,D5,C5,Bb5,F5,C5,F5,D5,C5,Bb5,F5,C5,F5,D5,C5,Bb5,F5,C5,F5,D5,C5,Bb5,F5,C5,Bb5,F5,C5"
355,827123,I Want It That Way,Backstreet Boys,Pop,F#m,2,"Em,C,G,Em,C,G,Em,C,G,Em,D,G,Em,C,G,Em,C,G,Em,C,G,Em,D,G,C,D,Em,C,D,Em,C,D,G,Em,D,G,Em,C,G,Em,C,G,Em,C,G,Em,D,G,C,D,Em,C,D,Em,C,D,G,Em,B,Em,C,Am,D,Em,C,D,C,D,Em,C,D,Em,C,D,G,Em,D,D,D,E,F#m,D,E,F#m,D,E,A,F#m,E,A,D,E,F#m,D,E,F#m,D,E,A,F#m,E,A,D,E,F#m,D,E,F#m,D,E,A,F#m,E,A,F#m,E,A"
356,828632,Fast Car,Tracy Chapman,Rock,C,2,"Cmaj7,G,Em,Dadd11,C,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Em,Dadd11,C,G,Em,D,C,Em,D,C,Em,D,C,D,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Em,Dadd11,C,G,Em,D,C,Em,D,C,Em,D,C,D,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,C,G,Em,Dadd11,C,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Em,Dadd11,C,G,Em,D,C,Em,D,C,Em,D,C,D,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G,Em,Dadd11,Cmaj7,G"
357,830604,Nothing Else Matters,Metallica,Metal,Em,0,"Em,Em,Em,Am,C,D,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,C,A,D,C,A,D,C,A,D,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,C,A,D,C,A,D,C,A,D,Em,Em,Am,C,D,Em,Em,Am,C,D,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,C,A,D,C,A,D,C,A,D,C,A,D,C,A,D,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,Em,D,C,Em,D,C,Em,D,C,G,B7,Em,Em,Em,Em,Em,Em"
358,832775,I Gotta Feeling,The Black Eyed Peas,,G,0,"G,C,Em,C,G,C,Em,C,G,Gsus4,G,C,Csus2,Em,Em7,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,G,C,Em,C,Gsus4,Csus2,Em7,G,Gsus4,G,C,Csus2,Em,Em7,C"
359,834069,You Are My Sunshine,Johnny Cash,Country,A,0,"A,D,A,D,A,A,E,A,A,D,A,D,A,E,A,A,D,A,D,A,E,A,A,D,A,D,A,E,A"
360,835053,Skinny Love,Bon Iver,Rock,Am,0,"Am,C,Am,C,Am,C,D6sus2,Am,C,Am,C,Am,C,Am,C,D6sus2,Am,Am,C,Am,C,Am,C,D6sus2,Am,C,F,C,G,F,C,F,C,F,Am,C,Am,C,Am,C,D6sus2,Am,C,F,C,G,F,C,F,C,F,C,F,C,F,Am,C,Am,C,Am,C,D6sus2,Am,C"
361,838744,Make You Feel My Love,Adele,,G,3,"G,D/F#,F,C,Cm,A7,D7,Am7,Baug,B7,Em,G7,A7sus4,G,D/F#,F,C,Cm,G,A7,D7,G,G,D/F#,F,C,Cm,G,A7,D7,G,G,D/F#,F,C,Cm,G,A7,D7,G,Am7,C,C,G,Baug,C,G,Am7,C,G,A7,D7,G,D/F#,F,C,Cm,G,A7,D7,G,G,D/F#,F,C,Cm,G,A7,D7,G,Am7,C,C,G,Baug,C,G,Am7,C,G,A7,D7,G,D/F#,F,C,Cm,G,A7,D7,G,B7,Em,G7,A7,D7,A7sus4,G"
362,839451,One Day,Matisyahu,Pop/Rock,C,0,"C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C"
363,840933,Valerie,Amy Winehouse,Soul,Eb,0,"E,F#m,E,F#m,A,G#m,A,G#m,A,A,G#m,B,E,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,E,F#m,A,G#m,A,G#m,A,A,G#m,B,E,F#m,E,F#m,E,F#m,E,F#m,A,G#m,A,G#m,A,A,G#m,B,E,F#m,E,F#m,E,F#m,E,F#m,B,F#m,E"
364,841325,The Man Who Sold The World,Nirvana,Grunge,A,0,"A,Dm,A,F,C,A,Dm,C,F,C#,F,C,F,C#,A,A,Dm,A,F,C,A,Dm,C,F,C#,F,C,F,C#,A,C,F,C#,F,C,F,C#,A"
365,843137,Summer Of 69,Bryan Adams,,D,0,"D,A,D,D,A,D,A,D,A,D,A,Bm,A,D,G,Bm,A,D,G,Bm,A,D,D,A,D,A,D,A,Bm,A,D,G,Bm,A,D,G,Bm,A,D,D,A,D,A,F,Bb,C,Bb,F,Bb,C,D,A,D,A,D,A,Bm,A,D,G,Bm,A,D,G,Bm,A,D,D,A,D,A,D,A"
366,843697,Yesterday,The Beatles,Pop,C,0,"F,Em7,A7,Dm,Dm7,Bb,C,C7,F,C,Dm7,G7,Bb,F,F,Em7,A7,Dm,Dm7,Bb,C,C7,F,C,Dm7,G7,Bb,F,A7add11,A7,Dm,C,Bb,Dm,C,C7,F,A7add11,A7,Dm,C,Bb,Dm,C,C7,F,F,Em7,A7,Dm,Dm7,Bb,C,C7,F,C,Dm7,G7,Bb,F,A7add11,A7,Dm,C,Bb,Dm,C,C7,F,A7add11,A7,Dm,C,Bb,Dm,C,C7,F,F,Em7,A7,Dm,Dm7,Bb,C,C7,F,C,Dm7,G7,Bb,F,Dm,G7,Bb,F"
367,844902,Zombie,The Cranberries,Rock,Em,0,"Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,Em,C,Em,C,G,D/F#,Em,C,Em,C,Em,C,Em"
368,847349,How He Loves,David Crowder*Band,,C,0,"C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C,Am7,Fmaj7,C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C,Am7,G,Fmaj7,C"
369,849467,Sweet Home Alabama,Lynyrd Skynyrd,Southern Rock,D,0,"D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,F,C,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,F,C,D,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,F,C,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G,D,Cadd9,G"
370,852868,Island In The Sun,Weezer,Rock,Em,0,"Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,D,G,D,G,C,Am,D,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,D,G,D,G,C,Am,D,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G"
371,853502,You Know Im No Good,Amy Winehouse,Soul,Dm,0,"Dm,Gm,A7,Dm,Gm,A7,Dm,Gm,E7,F,E7,A7,Dm,Am,E7,Am,Dm,Am,E7,Am,Dm,Gm,A7,Dm,Gm,A7,Dm,Gm,E7,F,E7,A7,Dm,Am,E7,Am,Dm,Am,E7,Am,Dm,Gm,A7,Dm,Gm,A7,Dm,Gm,E7,F,E7,A7,Dm,Am,E7,Am,Dm,Am,E7,Am,Dm,Am,E7,Am,Dm,Am,E7,Am"
372,853930,Cornerstone,Arctic Monkeys,Alternative,A,0,"A,A,D,Bm,A,D,Bm,F#m,A,F#m,A,D,Bm,A,F#m,A,F#m,A,D,Bm,A,D,Bm,F#m,A,F#m,A,D,Bm,A,F#m,A,F#m,E,D,Bm,F#m,D,Bm,E,A,D,E,A,D,Bm,A,D,Bm,F#m,A,F#m,A,D,Bm,C#m,A,C#m,A,C#m,F#m,Bm,E,E6,D,Bm,F#m,D,Bm,Dm,A,D,Bm,A,D,Bm,F#m,Bm,D,E,A,D,Bm,A,D,Bm,F#m,A,F#m,A,D,Bm,A"
373,862466,California Dreamin,The Mamas & The Papas,Rock,C#m,4,"Am,G,F,G,Esus4,E,F,C,E,Am,F,Esus4,E,Am,G,F,G,Esus4,E,Am,G,F,G,Esus4,Am,G,F,G,Esus4,E,F,C,E,Am,F,Esus4,E,E,Am,G,F,G,Esus4,E,Am,G,F,G,Esus4,E,Am,Am,G,E7,Am,F,E7sus4,Am,G,Am,G,E7sus4,E7,Am,G,F,G,E7sus4,Am,G,F,G,Esus4,E,F,C,E,Am,F,Esus4,E,Am,G,F,G,Esus4,E,Am,G,F,G,Am,Am,G,F,G,Am,Am,G,F,G,Am"
374,863732,The Sound Of Silence,Simon & Garfunkel,Blues/Folk,Ebm,6,"Am,Am,G,G,Am,Am,F,C,C,F,C,C,F,F,F,C,C,Am,G,Am,Am,G,G,Am,F,C,F,C,F,C,Am,G,Am,Am,G,G,Am,F,C,F,C,F,C,Am,C,G,Am,Am,G,G,Am,F,C,F,C,F,C,Am,C,G,Am,Am,G,G,Am,F,C,F,C,F,C,Am,C,G,Am,Am,G,G,Am,F,C,F,C,F,C,Am,C,G,Am"
375,866111,Need You Now,Lady A (Lady Antebellum),,E,4,"F,Am,F,Am,F,Am,F,Am,F,F,C,Em,C,Em,F,F,F,Am,F,Am,F,Am,F,Am,F,F,C,Em,C,Em,F,F,Am,C,F,Gsus,F,Am,G,C,Em,C,Em,F,F,C,Em,C,Em,C,Em,C,Em,C"
376,868221,When I Look At You,Miley Cyrus,Pop,Ebm,1,"Dm,F,C,Bb,Dm,F,C,Bb,Dm,F,C,Bb,Dm,F,C,Bb,Am,Bb,F,C,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,Dm,F,C,Bb,Dm,F,C,Bb,Am,Bb,F,C,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,Bb,C,Dm,F,Bb,C,Dm,F,Bb,C,Dm,F,C,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,Bb,C,Bb"
377,868641,When I Look At You,Miley Cyrus,Pop,Em,0,"Em,G,D,C,Em,G,D,C,Em,G,D,C,D,C,G,D,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,Em,G,D,C,Em,G,D,C,D,C,G,D,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,C,D,Em,G,C,D,Em,G,C,D,Em,G,C,D,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,C,D,C"
378,871948,Everlong,Foo Fighters,Rock,D,0,"Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,D,A,D,A,D,B5,G5,D5,B5,G5,D5,B5,G5,D5,A5,G5,Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,Dmaj7,Bsus2,Gsus2,Bsus2,D,A,D,A,D,B5,G5,D5,B5,G5,D5,B5,G5,D5,A5,G5,Dmaj7,Bsus2,Gsus2,Bsus2,D,D,D,D,B5,G5,D5,B5,G5,D5,B5,G5,D5,A5,G5"
379,872773,Little Lion Man,Mumford & Sons,Alternative,Dm,5,"Am,C,Am,C,Am,C,Am,C,G,F,Fmaj7,C,G,F,Fmaj7,C,Am,F,C,Am,F,C,Am,F,C,G,Am,C,Am,C,Am,C,Am,C,G,F,Fmaj7,C,G,F,Fmaj7,C,Am,F,C,Am,F,C,Am,F,C,G,Am,F,C,Am,F,C,Am,F,C,G,Am,C,Am,C,G,C,F,Am,C,Am,F,C,Am,F,C,G,Am,C"
380,874862,The Only Exception,Paramore,Alternative,B,4,"Fadd#11,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,Am,G,D,Am,G,D,Am,G,D,Am,G,D,C,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,Fadd#11,C,G,Fadd#11,C,G"
381,874870,Dust In The Wind,Kansas,Alternative,C,0,"C,Cmaj7,Cadd9,C,Asus2,Asus4,Am,Asus2,Cadd9,C,Cmaj7,Cadd9,Am,Asus2,Asus4,Am,C,Am,G,Dm7,Am,C,Am,G,Dm7,Am,D,G,Am,D,G,Am,C,Am,G,Dm7,Am,C,Am,G,Dm7,Am,D,G,Am,D,G,Am,C,Am,G,Dm7,Am,C,G5,Am,G,Dm7,Am,D,G,Am,D,G,Am,D,G,Am,D,G,Am"
382,876425,Isnt She Lovely,Stevie Wonder,R&B/Soul,C#m,2,"Bm7,E,E7,Em,A7,D,Bm7,E,E7,Em,A7,D,G,F#,Bm7,E,E7,Em,F#,G,A7,D,Bm7,E,E7,Em,A7,D,Bm7,E,E7,Em,A7,D,G,F#,Bm7,E,E7,Em,F#,G,A7,D,Bm7,E,E7,Em,A7,D,Bm7,E,E7,Em,A7,D,G,F#,Bm7,E,E7,Em,F#,G,A7,D"
383,878203,Twinkle Twinkle Little Star,Misc Children,,C,0,"C,F,C,F,C,G7,C,C,F,C,G7,C,F,C,G7,C,F,C,F,C,G7,C,C,F,C,F,C,G7,C,C,F,C,G7,C,F,C,G7,C,F,C,F,C,G7,C,C,F,C,F,C,G7,C,C,F,C,G7,C,F,C,G7,C,F,C,F,C,G7,C,C,F,C,F,C,G7,C,C,F,C,G7,C,F,C,G7,C,F,C,F,C,G7,C,C,F,C,F,C,G7,C,C,F,C,G7,C,F,C,G7,C,F,C,F,C,G7,C,C,F,C,F,C,G7,C,C,F,C,G7,C,F,C,G7"
384,882693,When You Say Nothing At All,Ronan Keating,,G,0,"G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,Cadd9,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,Em,D,Cadd9,D,G,D,Cadd9,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,Cadd9,Cadd9,D,E,B,Asus2,B,Asus2,B,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,Cadd9,D,Cadd9,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D,G,D,Cadd9,D"
