,id,song,artist,genre,tonality,capo,chords
150,109970,Somewhere Only We Know,Keane,Alternative,C,0,"C,Em,Dm,G,C,Em,Dm,F,G,C,Em,Dm,F,G,Am,Em,Dm,F,G,Am,Em,Dm,F,G,C,Em,Dm,F,G,C,Em,Dm,F,G,Am,Em,Dm,F,G,Am,Em,Dm,F,G,F,C,Am,G,F,C,Am,G,F,C,Am,Dm,Em,Em,Am,Em,Dm,F,G,Am,Em,Dm,F,G,F,C,Am,G,F,C,Am,G,F,C,Am,Dm,Em,Dm,C,Em,Dm,C,G,Dm,Em,Dm,Em,Dm,Em,Dm,C"
151,111683,If I Aint Got You,Alicia Keys,R&B/Soul,G,0,"Cmaj7,Bm7,Am7,Gmaj7,Cmaj7,Bm7,Am7,Gmaj7,Gmaj7,Em7,Am7,D7,Gmaj7,G#dim,Am7,D7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Cmaj7,Bm7,Am7,Gmaj7,Cmaj7,Bm7,Am7,Gmaj7,Gmaj7,Em7,Am7,D7,Gmaj7,G#dim,Am7,D7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Cmaj7,Bm7,Am7,Gmaj7,Cmaj7,Bm7,Am7,Gmaj7"
152,114080,Yellow,Coldplay,Rock,G,4,"G,D,C,G,G,D,C,G,D,C,G,D,C,G,C,Em,D,C,Em,D,C,Em,D,C,G,D,C,G,G,D,C,G,D,C,G,C,Em,D,C,Em,D,C,Em,D,C,G,D,C,G,G,D,C,G,D,C,Cmaj7,G,Dm7,Cmaj7"
153,114345,Losing My Religion,R.E.M.,Rock,Am,0,"F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,Em,Am,Em,Am,Em,Dm,G,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,Em,Am,Em,Am,Em,Dm,G,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,G,F,G,C,Dm,C,Dm,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,Am,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am"
154,115434,Somewhere Only We Know,Keane,Alternative,A,2,"G,Am,D,G,Am,D,G,Am,D,G,Am,D,Em,Bm,C,D,Em,Bm,C,D,G,Am,D,G,Am,D,Em,Bm,C,D,Em,Bm,C,D,C,G,D,C,G,D,C,G,D,C,Bm,C,Bm,C,Bm,Em,Bm,C,D,Em,Bm,C,D,C,G,D,C,G,D,C,G,D,C,Bm,C,G,D,C,Bm,C,Bm,C,Bm,C,G"
155,117554,Exit Music For A Film,Radiohead,Rock,Am,2,"Am,Asus2,Asus4,Am,Asus2,Asus4,Am,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,E,Dadd9/F#,Am,E,Asus4,A,Gmadd11,D7/F#,Asus2,Am,Asus2,Asus4,Esus4,Gmadd11,D7/F#,Asus2,Am,Asus2,Asus4,Esus4,E,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,B7,E,F,Bb,Esus4,E,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,E,Asus4,A,Am,E,Asus4,A,Am,Asus2,Asus4,E,Dadd9/F#,Gmadd11,D7/F#,Esus4,B,F,Bb,A"
156,118610,All The Small Things,Blink-182,,C,0,"C,G,F,F,C,G,F,F,C,G,F,G,C,G,F,G,C,G,F,G,C,G,F,G,C,G,F,C,C,G,F,C,G,F,C,G,F,F,C,G,F,F,C,G,F,G,C,G,F,G,C,C,G,F,C,C,G,F,C,G,F,C,C,F,G,C,C,F,G,C,C,F,G,C,C,F,G,C,G,F,C,G,F,C,G,F,C,G,F,C"
157,124395,With A Smile,Eraserheads,,G,0,"G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Eb,Bb,Eb,Bb,Eb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Eb,Bb,D,E,Bb,Eb,Bb,D,G,Am,Bm,D,G,Am,Bm,D,Bb,Eb,Bb,D,E,Bb,Eb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D"
158,127844,Breakaway,Kelly Clarkson,Pop,C,0,"Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,G,C,F,G,C,F,G,C,F,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,Am,G,F,Am,G,F"
159,130052,Torete,Moonstar88,,D,0,"D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G"
160,130272,Every Rose Has Its Thorn,Poison,,F#,0,"G,Cadd9,D,Em,C,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,D,C,G,Cadd9,G,Cadd9,G,D,C,G,G,C,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,D,C,G,Cadd9,G,Cadd9,G,D,C,G,G,C,Em,D,C,G,Em,D,C,G,Cadd9,G,Cadd9,Em,D,C,G,Em,D,C,C,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,D,C,G,Cadd9,G,Cadd9,G,D,C,G,G,C,G"
161,131323,Here Without You,3 Doors Down,Rock,Bbm,0,"Bm,A,G,D,Bm,G,A,Bm,A,Bm,G,A,Bm,A,Bm,G,A,Bm,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,Bm,A,Bm,G,A,Bm,A,Bm,G,A,Bm,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,Bm,Bm,D,A,G,Bm,D,A,G,G,D,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,Bm"
162,131820,Fields Of Gold,Sting,Rock,Bm,0,"Bm7,Bm,G,D,Dsus4,A,Bm,G,D,Bm,G,D,A,Bm7,G,D,Bm,G,D,Bm,G,D,A,D,Bm,G,D,Bm,G,D,A,Bm7,G,D,Bm,G,D,Bm,G,D,A,D,G,D,G,D,G,D,A,D,A,D,Bsus2,G,G,D,Bsus2,G,D,A,D,Bm,G,D,Bm,G,D,A,D,Bsus2,G,D,Bm,G,D,A,D,A,D,A,D,Dsus4,D"
163,137153,Welcome To My Life,Simple Plan,Pop/Rock,Db,1,"C,Am,F,G,C,Am,F,G,F,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Dm,F,C,C,Am,F,G,C,Am,F,G,F,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Dm,F,C,F,Am,F,C,G,F,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Dm,F,Am,F,C,G,Am,F,C,G,Am,F,C,G,Dm,F,C,Am,F,G,C"
164,137484,In The End,Linkin Park,Alternative,Em,0,"Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,G,D,C,Em,G,D,C,Em,D,C,D,Em,D,C,D,Em,Em,D,C,D,Em,D,C,D,Em,G,D,C,Em,G,D,C,Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,G,D,C,Em,G,D,C"
165,139706,I Saw Her Standing There,The Beatles,Pop,E,0,"E7,E7,A7,E7,E7,B7,E,E7/G#,A,E,B7,E7,E7,A7,E7,E7,B7,E,E7/G#,A,E,B7,E7,A,A,A,B7,A7,E7,A7,E7,E7,B7,E,E7,A7,E7,B7,E7,B7,E7,E7,B7,E7,A,Am,E7,B7,E7,A,A,A,B7,A7,E7,A7,E7,E7,B7,E,E7/G#,A7,E7,B7,E7,E7,B7,E7,E7,B7,A7,E7,E7,E9"
166,139949,Wake Me Up When September Ends,Green Day,Punk,G,0,"G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G,Em,Bm,C,G,D/F#,Em,Bm,C,D,G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G,Em,Bm,C,G,D/F#,Em,Bm,C,D,G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G"
167,139966,Highway To Hell,AC/DC,Rock,A,0,"A,D/F#,G,D/F#,G,D/F#,G,D/F#,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,A,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,A,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,A,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,E,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,A,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,A,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,A,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,E,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,D,Dsus4,D,D,Dsus4,D,Dsus4,D,A,G,D/F#,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,A,A"
168,140939,Fake Plastic Trees,Radiohead,Rock,A,0,"A,Asus4,Dmaj9/F#,E6,Dsus2,Bm7add11,Amaj7,A,Asus4,Dmaj9/F#,Dmaj9/F#,E6,Dsus2,A,Dsus2,A,Asus4,Dmaj9/F#,Dmaj9/F#,E6,Dsus2,A,Dsus2,Bm7add11,A,Bm7add11,A,A,Asus4,Dmaj9/F#,Dmaj9/F#,E6,Dsus2,A,Dsus2,A,Asus4,Dmaj9/F#,Dmaj9/F#,E6,Dsus2,A,Dsus2,Bm7add11,A,Bm7add11,A,A,Asus4,Dmaj9/F#,Dmaj9/F#,E6,Dsus2,A,Dsus2,A,Asus4,Dmaj9/F#,Dmaj9/F#,E6,Dsus2,A,Dsus2,Bm7add11,A,Bm7add11,A,Amaj7,Bm7add11,A,E6,Bm7add11,E6,A,Bm7add11,A,Bm7add11,A"
169,145205,Starman,David Bowie,Glam Rock,Gm,0,"Fmaj7,Fmaj7,Gm,F,C,C7,F,Ab,Bb,Gm,F,C,C7,A,G,F,Dm,Am,C,C7,F,Dm,Am,C,C7,Bb,Bbm,F,D7,Gm,C,Bb,F,C,F,Bb,F,C,Gm,F,C,C7,F,Ab,Bb,Gm,F,C,C7,A,G,F,Dm,Am,C,C7,F,Dm,Am,C,C7,Bb,Bbm,F,D7,Gm,C,F,Dm,Am,C,C7,F,Dm,Am,C,C7,Bb,Bbm,F,D7,Gm,C,Bb,F,C,F,Bb,F,C,F,Bb,F,C,F,Bb,F,C,F,Bb,F,C,F"
170,145589,Lemon Tree,Fools Garden,,Fm,1,"Em,Bm,Em,Bm,Bbm,Am,Bm,Em,Bm,Em,Em,Bm,Em,Bm,Em,Bm,Em,Bm,Bbm,Am,Bm,Em,Bm,Em,Em,Bm,Em,Bm,Em,Bm,Em,Bm,Bbm,Am,Bm,Em,Bm,Em,G,D,Em,Bm,D,G,D7,G,D,Em,Bm,A7,D7,Em,Bm,Em,Bm,Bbm,Am,Bm,Em,Bm,Em,Em,Bm,Em,Bm,Em,Bm,Em,Bm,Bbm,Am,Bm,Em,Bm,Em,B7,Em,D7,G,B7,Em,Bm,Em,Bm,Bbm,Am,Bm,Em,Bm,Em,G,D,Em,Bm,D,G,D7,G,D,Em,Bm,A7,D7,D,G,D,Em,Bm,D,D,C,D7,G"
171,146744,Boulevard Of Broken Dreams,Green Day,Punk,Em,1,"Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,Em,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B7,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,Em,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B7,Em,G,D,A,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B,B7,Em,G,D,A,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B,Em,C,D,A/C#,G,D#5,Em,C,D,A/C#,G,D#5,Em,C,D,A/C#,G,D#5,Em,C,D,A/C#,G,D#5"
172,150987,Lean On Me,Bill Withers,Soul,C,0,"C,F,C,Em,G,C,F,C,G7,C,C,F,C,Em,G,C,F,C,G7,C,C,F,C,Em,G,C,F,C,G7,C,C,G,C,C,G7,C,C,G,C,C,G7,C,C,F,C,Em,G,C,F,C,G7,C,C,G,C,C,G7,C,C,G,C,C,G7,C,C,F,C,Em,G,C,F,C,G7,C,C,F,C,Em,G,C,F,C,G7,C"
173,154240,First Day Of My Life,Bright Eyes,Rock,C,4,"Dmadd9,C,E7,Am,F,G,C,C,E7,Am,F,G,C,C,E7,Am,D7,G,G7,C,E7,Am,F,G,C,C,E7,Am,D7,G,G7,C,G,Am,F,G,C,E,Am,Dmadd9,C,Am7,Dmadd9,Fm,C,E7,Am,F,G,C,C,E7,Am,D7,G,G7,C,E7,Am,F,G,C,C,E7,Am,D7,G,G7,C,G,Am,F,G,C,E,Am,Dmadd9,C,Am7,Dmadd9,C,Am7,Dm,Fm,C,Am7,Dmadd9,Fm,C"
174,158109,Wake Me Up When September Ends,Green Day,Punk,G,0,"G,D/F#,Em7,D,Cadd9,Cm,G,G,D/F#,Em7,D,Cadd9,Cm,G,G,Em,Bm,C,G,G/F#,Em,Bm,C,D,G,D/F#,Em7,D,Cadd9,Cm,G,G,D/F#,Em7,D,Cadd9,Cm,G,G,D/F#,Em7,D,Cadd9,Cm,G,Em,Bm,C,G,G/F#,Em,Bm,C,D,G,D/F#,Em7,D,Cadd9,Cm,G,G,D/F#,Em7,D,Cadd9,Cm,G,G,D/F#,Em7,D,Cadd9,Cm,G"
175,159157,The Sound Of Silence,Simon & Garfunkel,Blues/Folk,Ebm,6,"Am,G,Am,F,C,F,C,F,C,Am,C,G,Am,G,Am,F,C,F,C,F,C,Am,C,G,Am,G,Am,F,C,F,C,F,C,Am,C,G,Am,G,Am,F,C,F,C,F,C,Am,C,G,Am,G,Am,F,C,F,C,F,C,C,Am,C,G,Am"
176,160814,Collide,Howie Day,Pop,G,4,"G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,Em,C,D,Em,C,D,Em,C,D,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G"
177,165916,Wonderwall,Oasis,Alternative,Em,2,"Em7,G,Dsus4,A7sus4,Cadd9,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Cadd9,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Cadd9,Dsus4,Em7,Cadd9,Dsus4,Em7,Cadd9,Dsus4,G,Dsus4/F#,Em7,G,A7sus4,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Cadd9,Dsus4,Em7,Cadd9,Dsus4,Em7,G,Dsus4/F#,Em7,G,A7sus4,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7"
178,166109,How Great Is Our God,Chris Tomlin,Praise & Worship,A,2,"G,Em7,C2,G,Em7,C2,G,Em7,C,D,G,G,Em7,C2,G,Em7,C2,G,Em7,C,D,G,G,Em7,C,D,G,G,Em7,C,D,G,G,Em7,C,D,G,G,Em7,C,D,G,G,Em7,C,D,G,G,Em7,C,D,G,G,Em7,C,D,G"
179,166605,Three Little Birds,Bob Marley,Ska,A,0,"A,A,D,A,A,D,A,A,E,A,D,A,E,D,A,A,D,A,A,D,A,A,E,A,D,A,E,D,A,A,D,A,A,D,A,A,E,A,D,A,E,D,A,A,D,A,A,D,A,A,D,A"
180,168021,Hit The Road Jack,Ray Charles,Vocal Jazz,Am,0,"Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7"
181,168569,The Sound Of Music - Edelweiss,Misc Soundtrack,,Ab,1,"G,D,G,C,G,Em,Am7,D7,G,D,G,C,G,D7,G,D,D7,G,C,A7,D,D7,G,Cm/Eb,G,D7,G"
182,169565,Last Christmas,Wham!,Pop,D,0,"D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,Em,A,D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,Em,A,D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,A,D,D,Bm,Em,A"
183,171361,Aladdin - A Whole New World,Misc Cartoons,,D,0,"D,D,D,D,D,D,D,Bm,A/C#,Em,F#7,Bm,G,D,D,D,D,Bm,A/C#,Em,F#7,Bm,G,D,G,A,D,G,A/C#,D,G,D/F#,G,D/F#,Bm7,E7,A7,G,A,D,G,A,Bbdim7,Bm,D7,G,D/F#,G,D/F#,Bm7,E7,C,A7,D,D,Dsus4,C,A7,D,F,F/Bb,F,F,F/Bb,Dm,Gm,A7,Dm,Bb,F,Bb,C,F,Bb,F,Bb,Bb,Dm7,G7,C7,Bb,C,F,Bb,C,Dbdim7,Dm,F7,Bb,Bb,Dm7,G7,Eb,C7,Dm,Bbmaj7,Gm7,Bbmaj7,Csus4,C,F"
184,175793,Crazy Little Thing Called Love,Queen,Rock,D,0,"D,Dsus4,D,D,G,C,D,G,C,D,Bb,C,D,D,G,C,D,G,C,D,Bb,C,D,G,C,G,Bb,E7,A7,F7,D5,C#5,C5,A5,G#5,G5,E7,E7,E7,E7,E7,E7,A7,A,A,G,F#,E,D,G,C,D,G,C,D,Bb,C,D,Bb,Bb,D,G,D,Bb,Bb,E7,A7,F7,D5,C#5,C5,A5,G#5,G5,E7,E7,E7,E7,E7,E7,A7,D,G,C,D,G,C,D,Bb,C,D,Bb,C,D,Bb,C,D,Bb,C,D,Bb,C,D,Bb,C,D"
185,176076,Sweet Child O Mine,Guns N Roses,,D,0,"D,C,G,D,D,C,G,D,D,C,G,D,D,C,G,D,D,C,G,D,A,C,D,A,C,D,D,C,G,D,D,C,G,D,D,C,G,D,A,C,D,A,C,D,D,C,G,D,D,C,G,D,A,C,D,A,C,D,A,C,D,A,C,D,Em,C,B,A,Em,C,B,A,Em,C,B,A,Em,C,B,A,Em,G,A,C,D,Em,G,A,C,D,Em,G,A,C,D,Em,G,A,C,D,Em,G,A,C,D,Em,G,A,C,D,Em,G,A,C,D,Em,G,A,C,D,Em,G,A,C,D,Em,G,A,C,D,Em,G,A,C,D,Em,G,A,C,D,Em"
186,177850,November Rain,Guns N Roses,,F,0,"F,Am,Dm,C,F,Dm,C,F,Am,Dm,C,F,Dm,C,F,Dm,C,F,Dm,C,F,Dm,C,Dm,G,C,Dm,G,C,F,Dm,C,F,Dm,C,F,Dm,C,Dm,G,C,Dm,G,C,F,G,F,G,F,G,F,G,Em,F,C,Em,F,Dm,Em,F,C,Em,F,G,F,G,F,G,F,G,F,G,F,Dm,C,F,Dm,C,Dm,G,C,Dm,G,C,C5,Ab,Bb,Cm,G,F,Eb,Ab,Bb,C5"
187,178419,Mary Did You Know,Mark Lowry,,Cm,8,"Em,D2,Am7,B7,Em,D2,Am7,B7,C,D,G,D/F#,Em,Am7,B7,Em,D2,Am7,B7sus4,B7,Em,D2,Am7,B7,C,D,G,D/F#,Em,Am7,B7sus4,B7,Em,D2,Am,B7sus4,B7,C,D,G,D/F#,Em,Am7,D,Am7,B7sus4,B7,Em,D2,Am7,B7sus4,B7,Em,D2,Am7,B7sus4,B7,Am7,D,G,D/F#,Em,Am7,B7sus4,B7,Em"
188,178850,Dont Think Twice Its All Right,Bob Dylan,Rock,C,4,"C,G,Am,F,C,G,C,G,Am,D7,G,G7,C,C7,F,D7,C,G,Am,F,C,G,C,C,G,Am,F,C,G,C,G,Am,D7,G,G7,C,C7,F,D7,C,G,Am,F,C,G,C,C,G,Am,F,C,G,C,G,Am,D7,G,G7,C,C7,F,D7,C,G,Am,F,C,G,C,C,G,Am,F,C,G,C,G,Am,D7,G,G7,C,C7,F,D7,C,G,Am,F,C,G,C"
189,179027,Youre Beautiful,James Blunt,Pop/Rock,C,3,"C,G,Am,F,C,G,Am,F,F,G,C,F,G,C,F,G,C,Am,F,G,Am,F,G,C,C,G,Am,F,C,G,Am,F,F,G,C,F,G,C,F,G,C,Am,F,G,Am,F,G,C,F,Am,F,Am,F,Am,G,F,G,C,F,G,C,F,G,C,Am,F,G,C,G,Am,F,G,Am,F,G,C"
190,179531,Still,Hillsong Worship,,C,0,"F,Am,C,G,C,G,Am,F,D/F#,G,C,G,Am,F,Dm,G,C,F,G,C,F,G,Am,F,G,C,F,G,C,C,G,Am,F,D/F#,G,C,G,Am,F,Dm,G,C,F,G,C,F,G,Am,F,G,C,F,G,C,F,Am,C,G,C,G,Am,F,D/F#,G,C,G,Am,F,Dm,G,C,F,G,C,F,G,Am,F,G,C,F,G,C"
191,180394,Youre Beautiful,James Blunt,Pop/Rock,G,8,"G/F#,G,Em7,Cadd9,D/F#,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,D/F#,Cadd9,D/F#,Em7,D/F#,Cadd9,D/F#,G,Cadd9,D/F#,G,D/F#,Em7,Cadd9,D/F#,Em7,Cadd9,D/F#,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,Cadd9,D/F#,Em7,D/F#,Cadd9,D/F#,G,Cadd9,D/F#,G,D/F#,Em7,Cadd9,D/F#,Em7,Cadd9,D/F#,G,Cadd9,Em7,Cadd9,D/F#,Cadd9,D/F#,Cadd9,D/F#,Em7,D/F#,Cadd9,D/F#,G,Cadd9,D/F#,G,D/F#,Em7,Cadd9,D/F#,G,D/F#,Em7,Cadd9,D/F#,Em7,Cadd9,D/F#,G"
192,180849,The Scientist,Coldplay,Rock,Bm,3,"Bm7,Dm7,G,Bb,G,Bb,A,C,A7,C7,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,G,G,D,Dsus2,G,G,D,Dsus2,A,A7,D,D,G,G,D,D,Dmaj7,Bm7,G,D,Dsus2,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,G,G,D,Dsus2,G,G,D,Dsus2,A,A7,D,D,G,D,D,Bm7,G,D,D,Bm7,G,D,Bm7,G,D,Bm7,G,D,Bm7,G,D"
193,183019,Jolene,Dolly Parton,Country,C#m,4,"Am,Am,C,G,Am,G,Am,Am,C,G,Am,G,Em,Am,Am,C,G,Am,G,Em,Am,Am,C,G,Am,G,Em,Am,Am,C,G,Am,G,Em,Am,Am,C,G,Am,G,Em,Am,Am,C,G,Am,G,Am,Am,C,G,Am,G,Em,Am,Am,C,G,Am,G,Em,Am,Am,C,G,Am,G,Em,Am,Am,C,G,Am,G,Am,Am,C,G,Am,G,Em,Am"
194,183884,No Surprises,Radiohead,Rock,F,3,"D,Gm,D,Em,A,Asus4,D,Gm,D,Em,A,Asus4,D,Gm,D,Em,A,Asus4,Em,A,Asus4,Em,A,Asus4,D,Gm,D,Gm,D,Em,A,Asus4,Em,A,Asus4,Em,A,Asus4,D,Gm,A,Gm,A,Gm,Em,Gm,D,Em,A,Asus4,Em,A,Asus4,Em,A,Asus4,D,Gm,Dm,Gm,D"
195,184793,Beauty And The Beast,Celine Dion,,G,3,"F,Bb,F,Bb,F,Am,Bb,C,D,G,D,A,G,Em,A,D,G,F#m,G,F#m,Bm,C,A,G,C,G,C,G,B,Em,C,D,G,F#m,G,F#m,Bm,C,A,G,C,G,C,G,B,Em,C,D,E,A,E,Bm7,E7,A,F#m,B,E,A,F#m,B,E"
196,185044,Bridge Over Troubled Water,Simon & Garfunkel,Blues/Folk,Eb,3,"C,F,C,F,Bb,F,C,F,C,F,C,F,C,G,Am,G,G7,C,C7,F,D,G,C7,F,F#dim,C,A7sus,A7,F,E7,Am,C7,F,F#dim,C,A7sus,A7,F,G9,G7,C,C,C,F,Bb,F,C,F,C,F,C,F,C,G,Am,G,C,C7,F,D,G,C7,F,F#dim,C,A7sus,A7,F,E7,Am,C7,F,F#dim,C,Am,F,Am,E7,Am,D7,F,Am,F,Fm,C,F,C,F,C,F,C,F,C,F,Bb,F,C,F,C,F,C,F,C,G,Am,G,C,C7,F,D,G,C7,F,Fmaj7,D9,C,Am,F,E,E7,Am,D9,C,F,Fm,C"
